TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,SEASON
LAC,2021-02-01,HOU,"GRANT, JERIAN",2,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,HOU,0,0,NA,104,127,28.31506849,L,20-21
LAC,2021-02-01,HOU,"ARCIDIACONO, RYAN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,HOU,0,0,NA,104,127,26.85479452,L,20-21
LAC,2021-02-03,@SAS,"MANN, TERANCE",8,6,0,0,0,1,0,1,0,2,2,1,0,0,NA,2,2,1,2,SAS,0,8,NA,105,118,24.29589041,L,20-21
LAC,2021-02-03,@SAS,"MCGRUDER, RODNEY",5,2,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,1,SAS,0,2,NA,105,118,29.51780822,L,20-21
LAC,2021-02-04,@OKC,"BRADLEY, AVERY",29,10,0,0,0,0,2,0,0,3,9,0.3333333333,2,3,0.6666666667,2,2,1,3,OKC,0,12,NA,101,99,30.19178082,W,20-21
LAC,2021-02-04,@OKC,"MANN, TERANCE",9,4,0,0,0,1,0,0,0,1,4,0.25,0,0,NA,2,2,1,1,OKC,0,5,NA,101,99,24.29863014,W,20-21
LAC,2021-02-10,UTA,"MCGRUDER, RODNEY",4,2,0,0,0,0,0,0,1,0,0,NA,0,0,NA,2,2,1,0,UTA,0,2,NA,108,113,29.5369863,L,20-21
LAC,2021-02-13,@SAC,"MANN, TERANCE",9,2,0,0,0,0,1,0,1,1,1,1,0,0,NA,0,0,NA,1,SAC,0,3,NA,91,123,24.32328767,L,20-21
LAC,2021-02-15,DET,"MCGRUDER, RODNEY",8,6,0,0,0,2,0,0,0,2,3,0.6666666667,2,2,1,0,2,0,1,DET,0,8,NA,116,117,29.55068493,L,20-21
LAC,2021-02-15,DET,"MANN, TERANCE",9,2,0,0,0,3,0,0,1,1,1,1,0,0,NA,0,0,NA,2,DET,0,5,NA,116,117,24.32876712,L,20-21
LAC,2021-02-15,DET,"ROBERSON, ANDRE",10,0,0,0,0,0,1,1,0,0,2,0,0,0,NA,0,0,NA,1,DET,0,2,NA,116,117,NA,L,20-21
LAC,2021-02-18,NYK,"GRANT, JERIAN",12,6,0,0,0,4,0,0,2,2,3,0.6666666667,1,1,1,1,2,0.5,3,NYK,0,10,NA,114,100,28.36164384,W,20-21
LAC,2021-02-23,GSW,"BRADLEY, AVERY",21,12,0,0,0,1,2,0,2,3,5,0.6,1,2,0.5,5,6,0.8333333333,4,GSW,0,15,NA,102,118,30.24383562,L,20-21
LAC,2021-02-23,GSW,"GREEN, GERALD",28,11,0,0,0,1,1,0,1,4,9,0.4444444444,1,4,0.25,2,2,1,1,GSW,0,13,NA,102,118,35.07671233,L,20-21
LAC,2021-02-23,GSW,"ROBERSON, ANDRE",10,4,0,0,0,0,0,0,2,2,2,1,0,0,NA,0,0,NA,2,GSW,0,4,NA,102,118,NA,L,20-21
LAC,2021-02-27,CLE,"PAYNE, CAMERON",24,15,0,0,0,3,0,0,1,5,8,0.625,2,3,0.6666666667,3,6,0.5,3,CLE,0,18,NA,114,91,26.55616438,W,20-21
LAC,2021-03-01,ORL,"GREEN, GERALD",12,7,0,0,0,0,1,0,0,2,4,0.5,1,2,0.5,2,2,1,1,ORL,0,8,NA,110,112,35.09315068,L,20-21
LAC,2021-03-01,ORL,"KABENGELE, MFIONDU",1,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,1,2,0.5,0,ORL,0,1,NA,110,112,23.54520548,L,20-21
LAC,2021-03-03,@NOP,"ROBERSON, ANDRE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,NOP,0,0,NA,116,135,NA,L,20-21
LAC,2021-03-03,@NOP,"MCGRUDER, RODNEY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,NOP,0,0,NA,116,135,29.59452055,L,20-21
LAC,2021-03-03,@NOP,"GRANT, JERIAN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,NOP,0,0,NA,116,135,28.39726027,L,20-21
LAC,2021-03-06,@DAL,"ROBERSON, ANDRE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,DAL,0,0,NA,126,134,NA,L,20-21
LAC,2021-03-06,@DAL,"GRANT, JERIAN",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,DAL,0,0,NA,126,134,28.40547945,L,20-21
LAC,2021-03-07,@ATL,"KORKMAZ, FURKAN",17,12,0,0,0,0,0,0,1,4,12,0.3333333333,3,9,0.3333333333,1,2,0.5,1,ATL,0,12,NA,91,113,23.61917808,L,20-21
LAC,2021-03-07,@ATL,"WATANABE, YUTA",12,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,NA,1,ATL,0,0,NA,91,113,26.39726027,L,20-21
LAC,2021-03-13,@LAL,"PAYNE, CAMERON",21,13,0,0,0,1,0,0,1,5,6,0.8333333333,1,1,1,2,2,1,1,LAL,0,14,NA,128,125,26.59452055,W,20-21
LAC,2021-03-13,@LAL,"ROBERSON, ANDRE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,LAL,0,0,NA,128,125,NA,W,20-21
LAC,2021-03-13,@LAL,"MCGRUDER, RODNEY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,LAL,0,0,NA,128,125,29.62191781,W,20-21
LAC,2021-03-13,@LAL,"GRANT, JERIAN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,LAL,0,0,NA,128,125,28.42465753,W,20-21
LAC,2021-03-15,SAC,"PAYNE, CAMERON",20,16,0,0,0,2,0,0,1,4,8,0.5,1,3,0.3333333333,7,7,1,2,SAC,0,18,NA,110,118,26.6,L,20-21
LAC,2021-03-15,SAC,"WATANABE, YUTA",11,5,0,0,0,0,1,0,1,1,2,0.5,1,1,1,2,2,1,0,SAC,0,6,NA,110,118,26.41917808,L,20-21
LAC,2021-03-15,SAC,"KORKMAZ, FURKAN",11,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0.5,0,SAC,0,2,NA,110,118,23.64109589,L,20-21
LAC,2021-03-15,SAC,"CARTER-WILLIAMS, MICHAEL",5,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,SAC,0,0,NA,110,118,29.42739726,L,20-21
LAC,2021-03-17,MIN,"KORKMAZ, FURKAN",10,9,0,0,0,1,0,2,0,3,4,0.75,3,4,0.75,0,0,NA,2,MIN,0,12,NA,134,137,23.64657534,L,20-21
LAC,2021-03-17,MIN,"CRAWFORD, JAMAL",3,2,0,0,0,1,0,0,0,0,1,0,0,0,NA,2,2,1,0,MIN,0,3,NA,134,137,40.99178082,L,20-21
LAC,2021-03-17,MIN,"MCGRUDER, RODNEY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIN,0,0,NA,134,137,29.63287671,L,20-21
LAC,2021-03-19,SAS,"CRAWFORD, JAMAL",3,3,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,NA,1,SAS,0,4,NA,111,106,40.99726027,W,20-21
LAC,2021-03-19,SAS,"KORKMAZ, FURKAN",10,2,0,0,0,1,0,2,1,1,4,0.25,0,3,0,0,0,NA,0,SAS,0,5,NA,111,106,23.65205479,W,20-21
LAC,2021-03-19,SAS,"CARTER-WILLIAMS, MICHAEL",5,2,0,0,0,0,0,0,0,1,3,0.3333333333,0,1,0,0,0,NA,2,SAS,0,2,NA,111,106,29.43835616,W,20-21
LAC,2021-03-19,SAS,"MCGRUDER, RODNEY",1,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,0,0,NA,0,SAS,0,1,NA,111,106,29.63835616,W,20-21
LAC,2021-03-21,MIA,"CRAWFORD, JAMAL",15,5,0,0,0,5,0,0,1,2,4,0.5,1,2,0.5,0,0,NA,1,MIA,0,10,NA,107,87,41.00273973,W,20-21
LAC,2021-03-24,@MIN,"KORKMAZ, FURKAN",4,2,0,0,0,0,0,0,0,1,2,0.5,0,0,NA,0,0,NA,0,MIN,0,2,NA,110,121,23.66575342,L,20-21
LAC,2021-03-24,@MIN,"MOTLEY, JOHNATHAN",1,2,0,0,0,0,0,0,0,1,2,0.5,0,0,NA,0,0,NA,0,MIN,0,2,NA,110,121,25.88767123,L,20-21
LAC,2021-03-24,@MIN,"JOHNSON, ALIZE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,MIN,0,0,NA,110,121,NA,L,20-21
LAC,2021-03-25,@CLE,"GORDON, ERIC",32,24,0,0,0,2,2,0,3,9,15,0.6,6,10,0.6,0,0,NA,1,CLE,0,28,NA,118,94,32.24657534,W,20-21
LAC,2021-03-25,@CLE,"CRAWFORD, JAMAL",9,8,0,0,0,0,1,0,0,2,6,0.3333333333,0,0,NA,4,5,0.8,0,CLE,0,9,NA,118,94,41.01369863,W,20-21
LAC,2021-03-25,@CLE,"KORKMAZ, FURKAN",4,3,0,0,0,1,0,0,0,1,2,0.5,1,2,0.5,0,0,NA,1,CLE,0,4,NA,118,94,23.66849315,W,20-21
LAC,2021-03-27,@PHI,"CRAWFORD, JAMAL",5,3,0,0,0,1,0,0,0,1,2,0.5,1,1,1,0,0,NA,1,PHI,0,4,NA,105,114,41.01917808,L,20-21
LAC,2021-03-27,@PHI,"KORKMAZ, FURKAN",3,3,0,0,0,0,0,0,0,1,2,0.5,1,2,0.5,0,0,NA,0,PHI,0,3,NA,105,114,23.6739726,L,20-21
LAC,2021-03-27,@PHI,"MOTLEY, JOHNATHAN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,PHI,0,0,NA,105,114,25.89589041,L,20-21
LAC,2021-03-29,@BOS,"ARIZA, TREVOR",9,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,NA,0,BOS,0,0,NA,118,134,35.74520548,L,20-21
LAC,2021-03-29,@BOS,"KORKMAZ, FURKAN",4,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,NA,118,134,23.67945205,L,20-21
LAC,2021-03-29,@BOS,"JOHNSON, ALIZE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,NA,118,134,NA,L,20-21
LAC,2021-03-29,@BOS,"HOOD, RODNEY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BOS,0,0,NA,118,134,28.43835616,L,20-21
LAC,2021-04-07,SAC,"GORDON, ERIC",34,10,0,0,0,3,1,0,3,3,13,0.2307692308,2,8,0.25,2,2,1,2,SAC,0,14,NA,114,94,32.28219178,W,20-21
LAC,2021-04-07,SAC,"KORKMAZ, FURKAN",2,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,NA,1,SAC,0,1,NA,114,94,23.70410959,W,20-21
LAC,2021-04-09,MEM,"PAYNE, CAMERON",15,9,0,0,0,3,0,0,2,3,4,0.75,1,2,0.5,2,3,0.6666666667,0,MEM,0,12,NA,114,104,26.66849315,W,20-21
LAC,2021-04-09,MEM,"REDDISH, CAM",10,7,0,0,0,0,0,0,1,2,4,0.5,1,3,0.3333333333,2,2,1,0,MEM,0,7,NA,114,104,21.60273973,W,20-21
LAC,2021-04-09,MEM,"GREEN, GERALD",5,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MEM,0,0,NA,114,104,35.2,W,20-21
LAC,2021-04-11,@PHX,"GASOL, MARC",5,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,PHX,0,0,NA,119,102,36.19726027,W,20-21
LAC,2021-04-11,@PHX,"PAYNE, CAMERON",16,0,0,0,0,2,1,0,0,0,2,0,0,0,NA,0,0,NA,0,PHX,0,3,NA,119,102,26.6739726,W,20-21
LAC,2021-04-11,@PHX,"GREEN, GERALD",4,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,1,PHX,0,0,NA,119,102,35.20547945,W,20-21
LAC,2021-04-13,DEN,"REDDISH, CAM",10,6,0,0,0,0,2,0,1,1,1,1,1,1,1,3,3,1,0,DEN,0,8,NA,115,129,21.61369863,L,20-21
LAC,2021-04-15,PHI,"PAYNE, CAMERON",16,4,0,0,0,3,0,0,1,2,3,0.6666666667,0,1,0,0,0,NA,3,PHI,0,7,NA,107,105,26.68493151,W,20-21
LAC,2021-04-17,@OKC,"GASOL, MARC",6,2,0,0,0,1,1,2,0,1,2,0.5,0,0,NA,0,0,NA,0,OKC,0,6,NA,135,86,36.21369863,W,20-21
LAC,2021-04-19,@HOU,"GREEN, GERALD",14,3,0,0,0,0,0,0,0,1,3,0.3333333333,1,3,0.3333333333,0,0,NA,0,HOU,0,3,NA,101,112,35.22739726,L,20-21
LAC,2021-04-27,BKN,"GREEN, GERALD",14,3,0,0,0,0,1,0,1,1,5,0.2,1,4,0.25,0,0,NA,2,BKN,0,4,NA,124,107,35.24931507,W,20-21
LAC,2021-04-27,BKN,"PAYNE, CAMERON",15,2,0,0,0,2,0,0,0,1,6,0.1666666667,0,1,0,0,0,NA,1,BKN,0,4,NA,124,107,26.71780822,W,20-21
LAC,2021-04-27,BKN,"GREEN, JAMYCHAL",16,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,NA,2,BKN,0,2,NA,124,107,30.84931507,W,20-21
LAC,2021-04-30,DAL,"RANDLE, JULIUS",29,20,0,0,0,3,2,0,4,6,9,0.6666666667,1,3,0.3333333333,7,9,0.7777777778,3,DAL,0,25,NA,107,127,26.41643836,L,20-21
LAC,2021-05-02,@DEN,"PAYNE, CAMERON",16,8,0,0,0,3,0,0,1,3,4,0.75,2,2,1,0,0,NA,0,DEN,0,11,NA,104,128,26.73150685,L,20-21
LAC,2021-05-02,@DEN,"GREEN, GERALD",14,2,0,0,0,0,0,0,2,1,3,0.3333333333,0,2,0,0,0,NA,1,DEN,0,2,NA,104,128,35.2630137,L,20-21
LAC,2021-05-04,PHX,"BIYOMBO, BISMACK",12,4,0,0,0,1,0,0,0,1,1,1,0,0,NA,2,4,0.5,2,PHX,0,5,NA,108,107,28.68219178,W,20-21
LAC,2021-05-04,PHX,"GREEN, GERALD",14,3,0,0,0,2,0,0,0,0,2,0,0,2,0,3,3,1,1,PHX,0,5,NA,108,107,35.26849315,W,20-21
LAC,2021-05-11,@DET,"PAYNE, CAMERON",18,16,0,0,0,3,1,0,0,6,9,0.6666666667,3,4,0.75,1,2,0.5,4,DET,0,20,NA,130,93,26.75616438,W,20-21
LAC,2021-05-14,IND,"GASOL, MARC",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,IND,0,0,NA,104,118,36.28767123,L,20-21
LAC,2021-05-14,IND,"ARIZA, TREVOR",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,IND,0,0,NA,104,118,35.87123288,L,20-21
LAC,2021-05-14,IND,"MUDIAY, EMMANUEL",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,IND,0,0,NA,104,118,25.19178082,L,20-21
LAC,2021-05-17,@SAC,"GREEN, GERALD",14,3,0,0,0,1,0,0,2,1,7,0.1428571429,0,5,0,1,2,0.5,0,SAC,0,4,NA,110,121,35.30410959,L,20-21
LAC,2021-05-19,OKC,"MUDIAY, EMMANUEL",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,OKC,0,0,NA,97,96,25.20547945,W,20-21
LAC,2021-05-22,CHI,"GASOL, MARC",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,CHI,0,0,NA,102,115,36.30958904,L,20-21
LAC,2021-05-22,CHI,"ARIZA, TREVOR",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,CHI,0,0,NA,102,115,35.89315068,L,20-21
LAC,2021-05-22,CHI,"MUDIAY, EMMANUEL",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,CHI,0,0,NA,102,115,25.21369863,L,20-21
LAC,2021-05-25,GSW,"ARIZA, TREVOR",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,GSW,0,0,NA,113,104,35.90136986,W,20-21
LAC,2021-05-25,GSW,"MUDIAY, EMMANUEL",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,GSW,0,0,NA,113,104,25.22191781,W,20-21
LAC,2021-05-29,@POR,"GORDON, ERIC",37,11,0,0,0,3,1,0,2,5,10,0.5,1,5,0.2,0,0,NA,6,POR,0,15,NA,118,104,32.42465753,W,20-21
LAC,2021-05-29,@POR,"ARIZA, TREVOR",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,POR,0,0,NA,118,104,35.91232877,W,20-21
LAL,2020-12-01,@LAC,"HORTON-TUCKER, TALEN",4,3,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,1,LAC,0,3,NA,132,125,20.01643836,W,20-21
LAL,2020-12-05,CHI,"MCLEMORE, BEN",10,6,0,0,0,1,0,0,0,2,3,0.6666666667,2,3,0.6666666667,0,0,NA,0,CHI,0,7,NA,120,122,27.81420765,L,20-21
LAL,2020-12-05,CHI,"HUNTER, DEANDRE",23,3,0,0,0,1,1,0,0,1,6,0.1666666667,1,2,0.5,0,0,NA,3,CHI,0,5,NA,120,122,23.00821918,L,20-21
LAL,2020-12-05,CHI,"HORTON-TUCKER, TALEN",4,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,CHI,0,0,NA,120,122,20.02739726,L,20-21
LAL,2020-12-08,UTA,"HUERTER, KEVIN",12,6,0,0,0,3,0,0,2,2,2,1,0,0,NA,2,3,0.6666666667,1,UTA,0,9,NA,105,119,22.28219178,L,20-21
LAL,2020-12-08,UTA,"MCLEMORE, BEN",10,6,0,0,0,1,0,0,1,2,4,0.5,2,4,0.5,0,0,NA,2,UTA,0,7,NA,105,119,27.82240437,L,20-21
LAL,2020-12-10,CHA,"HUNTER, DEANDRE",26,4,0,0,0,3,1,0,1,1,5,0.2,1,4,0.25,1,2,0.5,0,CHA,0,8,NA,127,126,23.02191781,W,20-21
LAL,2020-12-10,CHA,"HORTON-TUCKER, TALEN",8,2,0,0,0,0,1,0,0,1,1,1,0,0,NA,0,0,NA,1,CHA,0,3,NA,127,126,20.04109589,W,20-21
LAL,2020-12-10,CHA,"MCLEMORE, BEN",13,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,NA,0,CHA,0,0,NA,127,126,27.82786885,W,20-21
LAL,2020-12-12,MEM,"COOK, QUINN",5,8,0,0,0,2,0,0,0,2,8,0.25,1,5,0.2,3,3,1,0,MEM,0,10,NA,112,99,27.72328767,W,20-21
LAL,2020-12-12,MEM,"HUERTER, KEVIN",27,3,0,0,0,2,1,0,1,1,3,0.3333333333,1,2,0.5,0,0,NA,4,MEM,0,6,NA,112,99,22.29315068,W,20-21
LAL,2020-12-12,MEM,"VONLEH, NOAH",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MEM,0,0,NA,112,99,25.30136986,W,20-21
LAL,2020-12-15,@DAL,"LEVERT, CARIS",21,23,0,0,0,5,1,0,0,7,14,0.5,2,3,0.6666666667,7,8,0.875,2,DAL,0,29,NA,143,115,26.30684932,W,20-21
LAL,2020-12-15,@DAL,"MCLEMORE, BEN",13,8,0,0,0,0,0,0,0,3,5,0.6,2,3,0.6666666667,0,0,NA,2,DAL,0,8,NA,143,115,27.84153005,W,20-21
LAL,2020-12-15,@DAL,"COOK, QUINN",6,4,0,0,0,0,3,0,1,2,3,0.6666666667,0,1,0,0,0,NA,0,DAL,0,7,NA,143,115,27.73150685,W,20-21
LAL,2020-12-15,@DAL,"CLEMONS, CHRIS",5,3,0,0,0,1,0,0,0,0,0,NA,0,0,NA,3,3,1,0,DAL,0,4,NA,143,115,23.39726027,W,20-21
LAL,2020-12-17,@SAS,"CLEMONS, CHRIS",7,8,0,0,0,0,0,0,0,3,3,1,2,2,1,0,0,NA,0,SAS,0,8,NA,112,141,23.40273973,L,20-21
LAL,2020-12-17,@SAS,"HORTON-TUCKER, TALEN",15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,1,SAS,0,1,NA,112,141,20.06027397,L,20-21
LAL,2020-12-19,@CHI,"HUNTER, DEANDRE",25,7,0,0,0,1,1,0,2,2,6,0.3333333333,1,1,1,2,2,1,3,CHI,0,9,NA,117,116,23.04657534,W,20-21
LAL,2020-12-19,@CHI,"COOK, QUINN",6,2,0,0,0,1,0,0,1,1,4,0.25,0,2,0,0,0,NA,0,CHI,0,3,NA,117,116,27.74246575,W,20-21
LAL,2020-12-19,@CHI,"CLEMONS, CHRIS",5,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,NA,1,CHI,0,1,NA,117,116,23.40821918,W,20-21
LAL,2020-12-22,MIA,"CLEMONS, CHRIS",5,7,0,0,0,0,1,0,1,3,3,1,1,1,1,0,0,NA,2,MIA,0,8,NA,138,100,23.41643836,W,20-21
LAL,2020-12-24,TOR,"COOK, QUINN",5,6,0,0,0,0,0,0,0,1,3,0.3333333333,1,2,0.5,3,3,1,1,TOR,0,6,NA,123,144,27.75616438,L,20-21
LAL,2020-12-24,TOR,"MCLEMORE, BEN",10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,2,TOR,0,0,NA,123,144,27.86612022,L,20-21
LAL,2020-12-26,@PHX,"IRVING, KYRIE",17,13,0,0,0,7,2,0,0,5,7,0.7142857143,3,4,0.75,0,0,NA,6,PHX,0,22,NA,121,126,28.76164384,L,20-21
LAL,2020-12-26,@PHX,"MCLEMORE, BEN",10,5,0,0,0,0,1,0,1,2,5,0.4,1,4,0.25,0,0,NA,1,PHX,0,6,NA,121,126,27.8715847,L,20-21
LAL,2020-12-26,@PHX,"COOK, QUINN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,PHX,0,0,NA,121,126,27.76164384,L,20-21
LAL,2020-12-26,@PHX,"LAYMAN, JAKE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,PHX,0,0,NA,121,126,26.80547945,L,20-21
LAL,2020-12-27,GSW,"COOK, QUINN",9,2,0,0,0,2,0,0,0,1,6,0.1666666667,0,2,0,0,0,NA,0,GSW,0,4,NA,137,126,27.76438356,W,20-21
LAL,2020-12-29,SAC,"COOK, QUINN",7,4,0,0,0,2,1,0,1,1,2,0.5,0,1,0,2,2,1,0,SAC,0,7,NA,112,138,27.76986301,L,20-21
LAL,2021-01-02,OKC,"BRADLEY, AVERY",18,9,0,0,0,1,1,0,2,3,6,0.5,0,1,0,3,4,0.75,1,OKC,0,11,NA,119,134,30.10136986,L,20-21
LAL,2021-01-02,OKC,"LAYMAN, JAKE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,OKC,0,0,NA,119,134,26.82465753,L,20-21
LAL,2021-01-05,@OKC,"COOK, QUINN",6,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,1,1,OKC,0,2,NA,132,128,27.7890411,W,20-21
LAL,2021-01-06,@MEM,"MOORE, ETWAUN",10,2,0,0,0,1,0,0,2,1,3,0.3333333333,0,0,NA,0,0,NA,0,MEM,0,3,NA,112,114,31.86338798,L,20-21
LAL,2021-01-06,@MEM,"BRADLEY, AVERY",18,1,0,0,0,0,0,0,2,0,1,0,0,0,NA,1,2,0.5,1,MEM,0,1,NA,112,114,30.11232877,L,20-21
LAL,2021-01-08,@SAS,"CARROLL, DEMARRE",7,3,0,0,0,0,0,0,1,1,2,0.5,1,2,0.5,0,0,NA,1,SAS,0,3,NA,139,123,34.45205479,W,20-21
LAL,2021-01-08,@SAS,"COLLINS, JOHN",1,2,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,SAS,0,2,NA,139,123,23.29315068,W,20-21
LAL,2021-01-08,@SAS,"VONLEH, NOAH",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,SAS,0,0,NA,139,123,25.37534247,W,20-21
LAL,2021-01-10,@NOP,"COOK, QUINN",5,0,0,0,0,1,0,0,0,0,6,0,0,3,0,0,0,NA,0,NOP,0,1,NA,116,147,27.80273973,L,20-21
LAL,2021-01-12,WAS,"CARROLL, DEMARRE",6,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,WAS,0,0,NA,106,69,34.4630137,W,20-21
LAL,2021-01-14,DAL,"COOK, QUINN",13,6,0,0,0,1,1,0,2,2,2,1,1,1,1,1,2,0.5,1,DAL,0,8,NA,132,111,27.81369863,W,20-21
LAL,2021-01-16,@DEN,"WILLIAMS, LOU",27,20,0,0,0,7,0,0,4,8,13,0.6153846154,2,4,0.5,2,3,0.6666666667,1,DEN,0,27,NA,129,118,34.22191781,W,20-21
LAL,2021-01-16,@DEN,"THYBULLE, MATISSE",24,0,0,0,0,1,2,0,1,0,2,0,0,2,0,0,0,NA,3,DEN,0,3,NA,129,118,23.87123288,W,20-21
LAL,2021-01-16,@DEN,"CARROLL, DEMARRE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,DEN,0,0,NA,129,118,34.4739726,W,20-21
LAL,2021-01-17,@UTA,"THYBULLE, MATISSE",24,3,0,0,0,2,2,1,1,1,5,0.2,1,5,0.2,0,0,NA,4,UTA,0,8,NA,118,98,23.8739726,W,20-21
LAL,2021-01-17,@UTA,"MOORE, ETWAUN",6,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,0,UTA,0,0,NA,118,98,31.89344262,W,20-21
LAL,2021-01-19,@POR,"WILLIAMS, LOU",21,30,0,0,0,6,0,0,3,9,15,0.6,5,9,0.5555555556,7,7,1,3,POR,0,36,NA,152,149,34.23013699,W,20-21
LAL,2021-01-21,MIN,"ANTHONY, CARMELO",11,5,0,0,0,3,0,1,1,2,4,0.5,1,3,0.3333333333,0,0,NA,0,MIN,0,9,NA,116,112,36.64931507,W,20-21
LAL,2021-01-21,MIN,"WILLIAMS, LOU",22,4,0,0,0,6,0,0,1,1,8,0.125,0,2,0,2,2,1,1,MIN,0,10,NA,116,112,34.23561644,W,20-21
LAL,2021-01-21,MIN,"CARROLL, DEMARRE",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIN,0,0,NA,116,112,34.48767123,W,20-21
LAL,2021-01-26,@MIA,"ANTHONY, CARMELO",9,4,0,0,0,0,0,0,0,2,4,0.5,0,1,0,0,0,NA,1,MIA,0,4,NA,88,123,36.6630137,L,20-21
LAL,2021-01-28,@ATL,"WILLIAMS, LOU",24,17,0,0,0,5,2,0,3,6,12,0.5,1,3,0.3333333333,4,5,0.8,2,ATL,0,24,NA,133,123,34.25479452,W,20-21
LAL,2021-01-28,@ATL,"COOK, QUINN",4,4,0,0,0,0,0,0,1,2,2,1,0,0,NA,0,0,NA,1,ATL,0,4,NA,133,123,27.85205479,W,20-21
LAL,2021-01-28,@ATL,"THYBULLE, MATISSE",20,2,0,0,0,2,0,1,0,1,3,0.3333333333,0,0,NA,0,0,NA,1,ATL,0,5,NA,133,123,23.90410959,W,20-21
LAL,2021-01-28,@ATL,"ANTHONY, CARMELO",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,ATL,0,0,NA,133,123,36.66849315,W,20-21
