TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,SEASON
SAC,2021-01-19,@SAS,"CAPELA, CLINT",34,7,16,3,13,0,1,1,1,2,7,0.2857142857,0,0,NA,3,4,0.75,1,SAS,0,25,NA,142,125,26.6739726,W,20-21
SAC,2021-01-22,@HOU,"CAPELA, CLINT",36,9,16,7,9,2,1,0,0,4,9,0.4444444444,0,0,NA,1,2,0.5,5,HOU,0,28,NA,98,121,26.68219178,L,20-21
SAC,2021-03-07,@DET,"CAPELA, CLINT",34,12,16,6,10,1,1,3,1,5,7,0.7142857143,0,0,NA,2,4,0.5,1,DET,0,33,NA,121,104,26.80273973,W,20-21
SAC,2021-03-30,MEM,"CAPELA, CLINT",35,8,16,5,11,4,0,1,2,4,4,1,0,0,NA,0,0,NA,3,MEM,0,29,NA,115,88,26.86575342,W,20-21
SAC,2021-04-15,DET,"CAPELA, CLINT",35,8,16,5,11,1,0,0,3,4,8,0.5,0,0,NA,0,0,NA,6,DET,0,25,NA,104,101,26.90958904,W,20-21
SAC,2021-05-05,@ORL,"CAPELA, CLINT",34,8,16,5,11,3,2,1,3,4,8,0.5,0,0,NA,0,0,NA,0,ORL,0,30,NA,112,101,26.96438356,W,20-21
SAS,2021-04-06,@UTA,"BALL, LAMELO",35,21,16,6,10,4,2,0,3,7,17,0.4117647059,3,10,0.3,4,5,0.8,0,UTA,0,43,NA,112,100,19.62191781,W,20-21
UTA,2020-12-09,SAC,"CARTER, WENDELL",31,10,16,5,11,0,0,3,0,3,8,0.375,0,0,NA,4,4,1,3,SAC,0,29,NA,83,92,21.64931507,L,20-21
WAS,2020-12-16,MIN,"EMBIID, JOEL",36,21,16,5,11,1,1,2,1,6,14,0.4285714286,4,6,0.6666666667,5,7,0.7142857143,2,MIN,0,41,NA,94,107,26.75342466,L,20-21
WAS,2020-12-18,DET,"EMBIID, JOEL",34,24,16,4,12,2,1,3,1,9,16,0.5625,3,6,0.5,3,6,0.5,2,DET,0,46,NA,127,105,26.75890411,W,20-21
WAS,2021-03-08,@CLE,"EMBIID, JOEL",34,18,16,6,10,1,1,2,3,5,17,0.2941176471,2,8,0.25,6,6,1,1,CLE,0,38,NA,94,104,26.97808219,L,20-21
ATL,2020-12-09,ORL,"DAVIS, ANTHONY",40,28,15,1,14,3,0,1,6,10,20,0.5,4,9,0.4444444444,4,4,1,2,ORL,0,47,NA,109,115,27.74794521,L,20-21
ATL,2020-12-11,PHI,"DAVIS, ANTHONY",29,26,15,5,10,8,1,3,0,9,18,0.5,2,5,0.4,6,6,1,6,PHI,0,53,NA,110,83,27.75342466,W,20-21
ATL,2020-12-20,CHI,"DAVIS, ANTHONY",32,24,15,5,10,6,1,2,3,10,21,0.4761904762,2,4,0.5,2,2,1,2,CHI,0,48,NA,130,120,27.77808219,W,20-21
ATL,2020-12-22,SAC,"DAVIS, ANTHONY",33,20,15,4,11,6,2,0,5,8,16,0.5,1,2,0.5,3,4,0.75,2,SAC,0,43,NA,134,122,27.78356164,W,20-21
ATL,2020-12-24,@POR,"DAVIS, ANTHONY",32,18,15,4,11,4,1,1,1,6,10,0.6,1,4,0.25,5,5,1,1,POR,0,39,NA,97,84,27.7890411,W,20-21
ATL,2021-02-09,MIL,"HOLMES, RICHAUN",27,8,15,8,7,2,0,1,0,4,7,0.5714285714,0,0,NA,0,0,NA,5,MIL,0,26,NA,99,131,27.32054795,L,20-21
ATL,2021-02-09,MIL,"REDDISH, CAM",21,8,15,8,7,2,0,1,0,4,7,0.5714285714,0,0,NA,0,0,NA,5,MIL,0,26,NA,99,131,21.44109589,L,20-21
BKN,2021-01-19,@CHA,"ALDRIDGE, LAMARCUS",32,17,15,4,11,2,0,1,1,6,13,0.4615384615,1,2,0.5,4,5,0.8,2,CHA,0,35,NA,137,78,35.50410959,W,20-21
BKN,2021-04-18,MEM,"CAULEY-STEIN, WILLIE",28,13,15,3,12,2,2,1,0,6,8,0.75,0,0,NA,1,2,0.5,0,MEM,0,33,NA,128,78,27.66575342,W,20-21
BKN,2021-05-25,@CHI,"CAULEY-STEIN, WILLIE",28,10,15,8,7,0,0,1,3,4,8,0.5,0,0,NA,2,2,1,2,CHI,0,26,NA,116,130,27.76712329,L,20-21
BOS,2021-01-03,@LAC,"THEIS, DANIEL",30,6,15,5,10,2,0,0,2,3,5,0.6,0,1,0,0,0,NA,1,LAC,0,23,NA,100,107,28.75068493,L,20-21
BOS,2021-01-10,BKN,"VALANCIUNAS, JONAS",32,12,15,5,10,3,0,0,1,5,9,0.5555555556,0,0,NA,2,2,1,2,BKN,0,30,NA,94,93,28.68219178,W,20-21
BOS,2021-01-12,@BKN,"VALANCIUNAS, JONAS",34,15,15,2,13,3,2,1,1,7,14,0.5,1,2,0.5,0,0,NA,2,BKN,0,36,NA,119,126,28.68767123,L,20-21
BOS,2021-02-02,DET,"VALANCIUNAS, JONAS",34,10,15,7,8,2,0,1,1,5,11,0.4545454545,0,0,NA,0,0,NA,2,DET,0,28,NA,126,115,28.74520548,W,20-21
BOS,2021-02-19,@WAS,"VALANCIUNAS, JONAS",35,14,15,4,11,4,0,1,0,7,16,0.4375,0,0,NA,0,1,0,5,WAS,0,34,NA,117,122,28.79178082,L,20-21
BOS,2021-02-24,NOP,"VALANCIUNAS, JONAS",35,8,15,10,5,4,2,1,0,4,9,0.4444444444,0,1,0,0,0,NA,1,NOP,0,30,NA,118,120,28.80547945,L,20-21
BOS,2021-03-27,@HOU,"TATUM, JAYSON",36,37,15,1,14,6,1,0,0,14,26,0.5384615385,5,9,0.5555555556,4,4,1,3,HOU,0,59,NA,134,106,23.06575342,W,20-21
BOS,2021-04-06,@MIN,"VALANCIUNAS, JONAS",32,11,15,2,13,3,1,1,1,4,10,0.4,0,0,NA,3,6,0.5,0,MIN,0,31,NA,110,139,28.91780822,L,20-21
BOS,2021-04-14,HOU,"VALANCIUNAS, JONAS",33,16,15,5,10,1,0,3,2,5,8,0.625,0,0,NA,6,7,0.8571428571,3,HOU,0,35,NA,132,114,28.93972603,W,20-21
BOS,2021-04-27,WAS,"VALANCIUNAS, JONAS",36,20,15,5,10,1,1,3,0,10,17,0.5882352941,0,0,NA,0,0,NA,4,WAS,0,40,NA,112,118,28.97534247,L,20-21
BOS,2021-05-04,@TOR,"VALANCIUNAS, JONAS",33,8,15,6,9,1,0,4,2,3,7,0.4285714286,0,0,NA,2,2,1,3,TOR,0,28,NA,84,112,28.99452055,L,20-21
CHA,2020-12-08,MIN,"BAYNES, ARON",36,17,15,3,12,2,1,0,2,7,14,0.5,3,7,0.4285714286,0,0,NA,4,MIN,0,35,NA,127,128,33.99726776,L,20-21
CHA,2021-02-11,@MEM,"BAYNES, ARON",35,12,15,3,12,0,0,0,1,5,8,0.625,2,2,1,0,0,NA,3,MEM,0,27,NA,68,106,34.17534247,L,20-21
CHA,2021-03-26,@DET,"BAYNES, ARON",35,14,15,5,10,1,0,0,1,5,11,0.4545454545,2,5,0.4,2,2,1,4,DET,0,30,NA,98,97,34.29315068,W,20-21
