TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,SEASON
CHA,2022-01-03,@WAS,"JONES, DERRICK",15,0,1,1,0,1,0,1,4,0,2,0,0,1,0,0,0,NA,1,WAS,0,3,NA,131,135,24.88219178,L,REG,21-22
CHA,2022-01-05,DET,"GRAHAM, DEVONTE",36,21,2,0,2,5,1,0,4,7,11,0.6363636364,4,8,0.5,3,5,0.6,2,DET,0,29,NA,90,92,26.86849315,L,REG,21-22
CHA,2022-01-05,DET,"MALEDON, THEO",22,13,2,0,2,3,0,0,5,5,11,0.4545454545,3,6,0.5,0,0,NA,2,DET,0,18,NA,90,92,20.56712329,L,REG,21-22
CHA,2022-01-05,DET,"PRINCE, TAUREAN",21,12,6,0,6,3,0,1,0,5,6,0.8333333333,1,2,0.5,1,2,0.5,4,DET,0,22,NA,90,92,27.79178082,L,REG,21-22
CHA,2022-01-05,DET,"WASHINGTON, PJ",29,11,6,0,6,6,0,1,0,3,10,0.3,2,6,0.3333333333,3,3,1,1,DET,0,24,NA,90,92,23.36986301,L,REG,21-22
CHA,2022-01-05,DET,"HOLIDAY, JUSTIN",27,10,1,0,1,1,1,0,1,4,9,0.4444444444,2,5,0.4,0,0,NA,1,DET,0,13,NA,90,92,32.75342466,L,REG,21-22
CHA,2022-01-05,DET,"SENGUN, ALPEREN",26,6,8,2,6,0,2,0,0,3,7,0.4285714286,0,0,NA,0,0,NA,1,DET,0,16,NA,90,92,19.44931507,L,REG,21-22
CHA,2022-01-05,DET,"BERTANS, DAVIS",23,6,9,0,9,0,1,1,0,2,9,0.2222222222,2,9,0.2222222222,0,0,NA,1,DET,0,17,NA,90,92,29.14794521,L,REG,21-22
CHA,2022-01-05,DET,"KENNARD, LUKE",29,4,1,0,1,2,0,0,1,0,10,0,0,7,0,4,4,1,2,DET,0,7,NA,90,92,25.53424658,L,REG,21-22
CHA,2022-01-05,DET,"MCDANIELS, JALEN",13,4,2,0,2,1,0,0,1,2,4,0.5,0,1,0,0,0,NA,2,DET,0,7,NA,90,92,23.92876712,L,REG,21-22
CHA,2022-01-05,DET,"JONES, DERRICK",14,3,4,1,3,0,1,1,0,1,2,0.5,1,2,0.5,0,0,NA,2,DET,0,9,NA,90,92,24.88767123,L,REG,21-22
CHA,2022-01-08,MIL,"SENGUN, ALPEREN",26,24,7,1,6,2,0,2,5,11,18,0.6111111111,0,0,NA,2,2,1,4,MIL,0,35,NA,121,153,19.45753425,L,REG,21-22
CHA,2022-01-08,MIL,"PRINCE, TAUREAN",21,20,4,0,4,1,0,0,1,5,9,0.5555555556,2,5,0.4,8,8,1,3,MIL,0,25,NA,121,153,27.8,L,REG,21-22
CHA,2022-01-08,MIL,"MALEDON, THEO",21,17,1,0,1,2,1,0,0,7,10,0.7,3,5,0.6,0,0,NA,1,MIL,0,21,NA,121,153,20.57534247,L,REG,21-22
CHA,2022-01-08,MIL,"GRAHAM, DEVONTE",33,13,3,1,2,4,1,0,3,4,9,0.4444444444,3,5,0.6,2,3,0.6666666667,2,MIL,0,21,NA,121,153,26.87671233,L,REG,21-22
CHA,2022-01-08,MIL,"JONES, DERRICK",16,13,5,2,3,1,0,2,0,5,7,0.7142857143,2,4,0.5,1,1,1,1,MIL,0,21,NA,121,153,24.89589041,L,REG,21-22
CHA,2022-01-08,MIL,"BERTANS, DAVIS",25,12,3,0,3,3,2,0,3,2,6,0.3333333333,2,5,0.4,6,6,1,4,MIL,0,20,NA,121,153,29.15616438,L,REG,21-22
CHA,2022-01-08,MIL,"KENNARD, LUKE",28,11,2,0,2,0,0,0,0,3,9,0.3333333333,3,7,0.4285714286,2,2,1,5,MIL,0,13,NA,121,153,25.54246575,L,REG,21-22
CHA,2022-01-08,MIL,"HOLIDAY, JUSTIN",29,6,0,0,0,1,0,0,0,2,6,0.3333333333,2,6,0.3333333333,0,0,NA,3,MIL,0,7,NA,121,153,32.76164384,L,REG,21-22
CHA,2022-01-08,MIL,"WASHINGTON, PJ",28,5,5,1,4,3,1,0,2,2,10,0.2,0,4,0,1,1,1,4,MIL,0,14,NA,121,153,23.37808219,L,REG,21-22
CHA,2022-01-08,MIL,"MCDANIELS, JALEN",13,0,3,0,3,1,1,0,2,0,1,0,0,1,0,0,0,NA,0,MIL,0,5,NA,121,153,23.9369863,L,REG,21-22
CHA,2022-01-10,MIL,"KENNARD, LUKE",29,18,3,0,3,1,2,0,1,6,10,0.6,3,5,0.6,3,3,1,2,MIL,0,24,NA,101,116,25.54794521,L,REG,21-22
CHA,2022-01-10,MIL,"WASHINGTON, PJ",31,17,6,1,5,2,2,1,4,7,14,0.5,2,6,0.3333333333,1,2,0.5,2,MIL,0,28,NA,101,116,23.38356164,L,REG,21-22
CHA,2022-01-10,MIL,"GRAHAM, DEVONTE",33,16,3,0,3,4,1,0,1,5,16,0.3125,4,14,0.2857142857,2,3,0.6666666667,2,MIL,0,24,NA,101,116,26.88219178,L,REG,21-22
CHA,2022-01-10,MIL,"SENGUN, ALPEREN",27,14,11,4,7,2,2,0,3,7,10,0.7,0,0,NA,0,0,NA,5,MIL,0,29,NA,101,116,19.4630137,L,REG,21-22
CHA,2022-01-10,MIL,"MALEDON, THEO",22,11,2,0,2,2,1,0,0,4,9,0.4444444444,3,4,0.75,0,0,NA,1,MIL,0,16,NA,101,116,20.580821920000002,L,REG,21-22
CHA,2022-01-10,MIL,"BERTANS, DAVIS",21,9,3,0,3,1,1,0,1,1,2,0.5,1,2,0.5,6,6,1,2,MIL,0,14,NA,101,116,29.16164384,L,REG,21-22
CHA,2022-01-10,MIL,"PRINCE, TAUREAN",21,7,6,1,5,5,0,0,2,3,9,0.3333333333,1,3,0.3333333333,0,0,NA,2,MIL,0,18,NA,101,116,27.80547945,L,REG,21-22
CHA,2022-01-10,MIL,"MCDANIELS, JALEN",13,4,1,0,1,0,2,1,2,2,5,0.4,0,2,0,0,0,NA,2,MIL,0,8,NA,101,116,23.94246575,L,REG,21-22
CHA,2022-01-10,MIL,"HOLIDAY, JUSTIN",27,3,0,0,0,0,0,0,2,1,7,0.1428571429,1,6,0.1666666667,0,0,NA,3,MIL,0,3,NA,101,116,32.76712329,L,REG,21-22
CHA,2022-01-10,MIL,"JONES, DERRICK",16,2,2,1,1,1,0,0,0,1,3,0.3333333333,0,1,0,0,3,0,1,MIL,0,5,NA,101,116,24.90136986,L,REG,21-22
CHA,2022-01-12,@PHI,"GRAHAM, DEVONTE",36,30,1,0,1,6,2,0,2,10,14,0.7142857143,7,10,0.7,3,5,0.6,4,PHI,0,39,NA,108,132,26.88767123,L,REG,21-22
CHA,2022-01-12,@PHI,"WASHINGTON, PJ",30,24,6,0,6,5,1,1,2,9,16,0.5625,5,8,0.625,1,2,0.5,1,PHI,0,37,NA,108,132,23.3890411,L,REG,21-22
CHA,2022-01-12,@PHI,"SENGUN, ALPEREN",27,18,13,3,10,3,1,0,2,7,15,0.4666666667,0,0,NA,4,4,1,1,PHI,0,35,NA,108,132,19.46849315,L,REG,21-22
CHA,2022-01-12,@PHI,"KENNARD, LUKE",29,13,5,0,5,2,0,0,0,4,9,0.4444444444,4,8,0.5,1,2,0.5,4,PHI,0,20,NA,108,132,25.55342466,L,REG,21-22
CHA,2022-01-12,@PHI,"MALEDON, THEO",21,11,2,0,2,1,1,0,2,4,9,0.4444444444,3,5,0.6,0,0,NA,1,PHI,0,15,NA,108,132,20.58630137,L,REG,21-22
CHA,2022-01-12,@PHI,"PRINCE, TAUREAN",18,6,1,0,1,1,1,0,0,3,8,0.375,0,4,0,0,0,NA,2,PHI,0,9,NA,108,132,27.8109589,L,REG,21-22
CHA,2022-01-12,@PHI,"BERTANS, DAVIS",25,3,1,0,1,1,0,1,2,1,8,0.125,0,6,0,1,2,0.5,1,PHI,0,6,NA,108,132,29.16712329,L,REG,21-22
CHA,2022-01-12,@PHI,"JONES, DERRICK",13,3,0,0,0,0,0,0,1,1,3,0.3333333333,0,2,0,1,2,0.5,1,PHI,0,3,NA,108,132,24.90684932,L,REG,21-22
CHA,2022-01-12,@PHI,"HOLIDAY, JUSTIN",27,0,0,0,0,1,0,0,2,0,2,0,0,2,0,0,0,NA,3,PHI,0,1,NA,108,132,32.77260274,L,REG,21-22
CHA,2022-01-12,@PHI,"MCDANIELS, JALEN",14,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,NA,1,PHI,0,0,NA,108,132,23.94794521,L,REG,21-22
CHA,2022-01-14,ORL,"KENNARD, LUKE",31,22,3,1,2,3,0,0,0,9,18,0.5,4,7,0.5714285714,0,0,NA,2,ORL,0,28,NA,97,119,25.55890411,L,REG,21-22
CHA,2022-01-14,ORL,"WASHINGTON, PJ",30,21,6,1,5,1,1,1,0,9,14,0.6428571429,1,1,1,2,2,1,1,ORL,0,30,NA,97,119,23.39452055,L,REG,21-22
CHA,2022-01-14,ORL,"GRAHAM, DEVONTE",31,16,3,1,2,9,1,0,0,7,21,0.3333333333,0,5,0,2,2,1,2,ORL,0,29,NA,97,119,26.89315068,L,REG,21-22
CHA,2022-01-14,ORL,"SENGUN, ALPEREN",31,16,8,4,4,0,0,2,0,6,12,0.5,0,0,NA,4,4,1,3,ORL,0,26,NA,97,119,19.4739726,L,REG,21-22
CHA,2022-01-14,ORL,"PRINCE, TAUREAN",18,5,3,0,3,2,1,0,0,2,5,0.4,0,3,0,1,1,1,0,ORL,0,11,NA,97,119,27.81643836,L,REG,21-22
CHA,2022-01-14,ORL,"JONES, DERRICK",12,5,2,0,2,0,0,0,0,2,3,0.6666666667,1,1,1,0,0,NA,1,ORL,0,7,NA,97,119,24.91232877,L,REG,21-22
CHA,2022-01-14,ORL,"HOLIDAY, JUSTIN",30,2,6,0,6,6,0,0,1,1,5,0.2,0,1,0,0,0,NA,0,ORL,0,14,NA,97,119,32.77808219,L,REG,21-22
CHA,2022-01-14,ORL,"BERTANS, DAVIS",16,2,2,0,2,1,0,0,2,0,2,0,0,0,NA,2,2,1,0,ORL,0,5,NA,97,119,29.17260274,L,REG,21-22
CHA,2022-01-14,ORL,"MALEDON, THEO",21,2,3,1,2,4,0,0,1,1,6,0.1666666667,0,1,0,0,1,0,1,ORL,0,9,NA,97,119,20.59178082,L,REG,21-22
CHA,2022-01-14,ORL,"MCDANIELS, JALEN",14,2,2,0,2,2,0,0,2,1,2,0.5,0,1,0,0,0,NA,2,ORL,0,6,NA,97,119,23.95342466,L,REG,21-22
CHA,2022-01-14,ORL,"LEWIS, KIRA",2,2,1,0,1,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,ORL,0,3,NA,97,119,20.77534247,L,REG,21-22
CHA,2022-01-14,ORL,"SPRINGER, JADEN",2,2,1,0,1,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,ORL,0,3,NA,97,119,19.30410959,L,REG,21-22
CHA,2022-01-14,ORL,"KNOX, KEVIN",2,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,ORL,0,0,NA,97,119,22.42739726,L,REG,21-22
CHA,2022-01-17,@NYK,"GRAHAM, DEVONTE",34,19,2,0,2,6,3,0,3,7,14,0.5,2,8,0.25,3,3,1,2,NYK,0,30,NA,90,103,26.90136986,L,REG,21-22
CHA,2022-01-17,@NYK,"PRINCE, TAUREAN",20,19,5,1,4,1,1,0,1,7,13,0.5384615385,4,9,0.4444444444,1,2,0.5,1,NYK,0,26,NA,90,103,27.82465753,L,REG,21-22
CHA,2022-01-17,@NYK,"SENGUN, ALPEREN",26,12,8,2,6,1,1,0,2,6,15,0.4,0,0,NA,0,0,NA,3,NYK,0,22,NA,90,103,19.48219178,L,REG,21-22
CHA,2022-01-17,@NYK,"MALEDON, THEO",22,12,4,0,4,5,0,0,1,5,12,0.4166666667,1,6,0.1666666667,1,2,0.5,5,NYK,0,21,NA,90,103,20.6,L,REG,21-22
CHA,2022-01-17,@NYK,"KENNARD, LUKE",29,10,3,0,3,0,1,0,1,4,7,0.5714285714,2,5,0.4,0,0,NA,3,NYK,0,14,NA,90,103,25.56712329,L,REG,21-22
CHA,2022-01-17,@NYK,"WASHINGTON, PJ",29,10,3,1,2,2,2,1,2,3,8,0.375,2,4,0.5,2,3,0.6666666667,2,NYK,0,18,NA,90,103,23.40273973,L,REG,21-22
CHA,2022-01-17,@NYK,"BERTANS, DAVIS",24,6,2,0,2,2,1,0,1,1,4,0.25,1,3,0.3333333333,3,3,1,0,NYK,0,11,NA,90,103,29.18082192,L,REG,21-22
CHA,2022-01-17,@NYK,"JONES, DERRICK",15,2,4,2,2,0,0,0,2,1,3,0.3333333333,0,2,0,0,0,NA,1,NYK,0,6,NA,90,103,24.92054795,L,REG,21-22
CHA,2022-01-17,@NYK,"HOLIDAY, JUSTIN",27,0,0,0,0,1,3,0,0,0,5,0,0,3,0,0,0,NA,1,NYK,0,4,NA,90,103,32.78630137,L,REG,21-22
CHA,2022-01-17,@NYK,"MCDANIELS, JALEN",14,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,NA,2,NYK,0,0,NA,90,103,23.96164384,L,REG,21-22
CHA,2022-01-19,@BOS,"GRAHAM, DEVONTE",33,27,3,0,3,4,2,0,2,9,21,0.4285714286,7,16,0.4375,2,3,0.6666666667,3,BOS,0,36,NA,91,142,26.90684932,L,REG,21-22
CHA,2022-01-19,@BOS,"WASHINGTON, PJ",30,18,4,0,4,2,1,0,1,6,17,0.3529411765,1,8,0.125,5,5,1,2,BOS,0,25,NA,91,142,23.40821918,L,REG,21-22
CHA,2022-01-19,@BOS,"PRINCE, TAUREAN",21,14,4,1,3,0,0,1,2,6,15,0.4,2,7,0.2857142857,0,0,NA,2,BOS,0,19,NA,91,142,27.83013699,L,REG,21-22
CHA,2022-01-19,@BOS,"BERTANS, DAVIS",22,8,2,0,2,1,1,1,3,3,5,0.6,2,4,0.5,0,0,NA,4,BOS,0,13,NA,91,142,29.18630137,L,REG,21-22
CHA,2022-01-19,@BOS,"KENNARD, LUKE",30,7,0,0,0,1,0,0,1,2,4,0.5,1,2,0.5,2,3,0.6666666667,1,BOS,0,8,NA,91,142,25.57260274,L,REG,21-22
CHA,2022-01-19,@BOS,"MCDANIELS, JALEN",13,6,3,1,2,1,1,0,0,2,2,1,2,2,1,0,0,NA,2,BOS,0,11,NA,91,142,23.96712329,L,REG,21-22
CHA,2022-01-19,@BOS,"SENGUN, ALPEREN",27,5,5,2,3,2,1,1,3,1,8,0.125,0,0,NA,3,4,0.75,2,BOS,0,14,NA,91,142,19.48767123,L,REG,21-22
CHA,2022-01-19,@BOS,"JONES, DERRICK",15,4,6,1,5,0,1,0,1,1,2,0.5,0,1,0,2,3,0.6666666667,0,BOS,0,11,NA,91,142,24.9260274,L,REG,21-22
CHA,2022-01-19,@BOS,"MALEDON, THEO",21,2,0,0,0,3,0,0,0,1,5,0.2,0,2,0,0,0,NA,4,BOS,0,5,NA,91,142,20.60547945,L,REG,21-22
CHA,2022-01-19,@BOS,"HOLIDAY, JUSTIN",28,0,1,0,1,0,0,0,1,0,4,0,0,4,0,0,0,NA,4,BOS,0,1,NA,91,142,32.79178082,L,REG,21-22
CHA,2022-01-21,OKC,"WASHINGTON, PJ",29,18,10,3,7,3,0,1,3,7,18,0.3888888889,4,9,0.4444444444,0,1,0,3,OKC,0,32,NA,97,117,23.41369863,L,REG,21-22
CHA,2022-01-21,OKC,"GRAHAM, DEVONTE",35,17,4,0,4,4,2,0,4,4,11,0.3636363636,3,10,0.3,6,7,0.8571428571,0,OKC,0,27,NA,97,117,26.91232877,L,REG,21-22
CHA,2022-01-21,OKC,"BERTANS, DAVIS",24,15,2,0,2,1,0,0,0,5,12,0.4166666667,5,12,0.4166666667,0,0,NA,3,OKC,0,18,NA,97,117,29.19178082,L,REG,21-22
CHA,2022-01-21,OKC,"KENNARD, LUKE",29,12,1,0,1,1,1,0,2,4,12,0.3333333333,4,9,0.4444444444,0,0,NA,4,OKC,0,15,NA,97,117,25.57808219,L,REG,21-22
CHA,2022-01-21,OKC,"MCDANIELS, JALEN",14,10,1,0,1,1,0,0,0,3,5,0.6,1,2,0.5,3,4,0.75,0,OKC,0,12,NA,97,117,23.97260274,L,REG,21-22
CHA,2022-01-21,OKC,"HOLIDAY, JUSTIN",27,8,1,0,1,2,0,0,1,3,7,0.4285714286,2,3,0.6666666667,0,0,NA,1,OKC,0,11,NA,97,117,32.79726027,L,REG,21-22
CHA,2022-01-21,OKC,"SENGUN, ALPEREN",27,7,7,5,2,0,2,0,1,2,7,0.2857142857,0,0,NA,3,4,0.75,1,OKC,0,16,NA,97,117,19.49315068,L,REG,21-22
CHA,2022-01-21,OKC,"PRINCE, TAUREAN",18,5,4,0,4,2,1,1,2,0,5,0,0,3,0,5,6,0.8333333333,0,OKC,0,13,NA,97,117,27.83561644,L,REG,21-22
CHA,2022-01-21,OKC,"MALEDON, THEO",21,3,3,1,2,5,0,0,0,1,6,0.1666666667,1,6,0.1666666667,0,0,NA,1,OKC,0,11,NA,97,117,20.6109589,L,REG,21-22
CHA,2022-01-21,OKC,"JONES, DERRICK",16,2,6,2,4,1,0,0,1,0,1,0,0,0,NA,2,2,1,1,OKC,0,9,NA,97,117,24.93150685,L,REG,21-22
CHA,2022-01-23,ATL,"WASHINGTON, PJ",30,15,9,2,7,1,1,0,1,4,11,0.3636363636,4,8,0.5,3,5,0.6,3,ATL,0,26,NA,96,112,23.41917808,L,REG,21-22
CHA,2022-01-23,ATL,"BERTANS, DAVIS",22,15,2,0,2,2,1,1,1,5,9,0.5555555556,5,8,0.625,0,0,NA,3,ATL,0,21,NA,96,112,29.19726027,L,REG,21-22
CHA,2022-01-23,ATL,"GRAHAM, DEVONTE",32,14,3,0,3,5,2,0,5,5,11,0.4545454545,4,8,0.5,0,0,NA,1,ATL,0,24,NA,96,112,26.91780822,L,REG,21-22
CHA,2022-01-23,ATL,"SENGUN, ALPEREN",27,14,11,2,9,1,0,2,1,7,14,0.5,0,0,NA,0,0,NA,1,ATL,0,28,NA,96,112,19.49863014,L,REG,21-22
CHA,2022-01-23,ATL,"KENNARD, LUKE",29,10,1,0,1,2,1,0,3,3,5,0.6,1,2,0.5,3,3,1,6,ATL,0,14,NA,96,112,25.58356164,L,REG,21-22
CHA,2022-01-23,ATL,"MCDANIELS, JALEN",14,10,3,1,2,0,0,0,4,3,5,0.6,3,4,0.75,1,2,0.5,1,ATL,0,13,NA,96,112,23.97808219,L,REG,21-22
CHA,2022-01-23,ATL,"MALEDON, THEO",22,7,1,0,1,3,0,0,3,3,8,0.375,1,4,0.25,0,0,NA,2,ATL,0,11,NA,96,112,20.61643836,L,REG,21-22
CHA,2022-01-23,ATL,"PRINCE, TAUREAN",21,6,3,0,3,0,1,0,3,2,8,0.25,2,3,0.6666666667,0,0,NA,5,ATL,0,10,NA,96,112,27.84109589,L,REG,21-22
CHA,2022-01-23,ATL,"JONES, DERRICK",15,5,9,2,7,0,0,1,0,2,3,0.6666666667,1,2,0.5,0,0,NA,0,ATL,0,15,NA,96,112,24.9369863,L,REG,21-22
CHA,2022-01-23,ATL,"HOLIDAY, JUSTIN",28,0,1,0,1,1,1,0,3,0,6,0,0,4,0,0,0,NA,0,ATL,0,3,NA,96,112,32.80273973,L,REG,21-22
CHA,2022-01-25,@TOR,"GRAHAM, DEVONTE",36,20,1,0,1,7,1,0,3,6,15,0.4,6,14,0.4285714286,2,2,1,2,TOR,0,29,NA,103,124,26.92328767,L,REG,21-22
CHA,2022-01-25,@TOR,"WASHINGTON, PJ",29,19,2,0,2,0,0,2,4,6,13,0.4615384615,5,11,0.4545454545,2,2,1,1,TOR,0,23,NA,103,124,23.42465753,L,REG,21-22
CHA,2022-01-25,@TOR,"KENNARD, LUKE",29,12,1,0,1,2,0,0,0,5,13,0.3846153846,2,7,0.2857142857,0,0,NA,2,TOR,0,15,NA,103,124,25.5890411,L,REG,21-22
CHA,2022-01-25,@TOR,"SENGUN, ALPEREN",26,12,11,2,9,2,1,0,1,5,10,0.5,0,0,NA,2,2,1,3,TOR,0,26,NA,103,124,19.50410959,L,REG,21-22
CHA,2022-01-25,@TOR,"PRINCE, TAUREAN",21,12,4,0,4,1,1,1,3,5,9,0.5555555556,1,3,0.3333333333,1,2,0.5,0,TOR,0,19,NA,103,124,27.84657534,L,REG,21-22
CHA,2022-01-25,@TOR,"MALEDON, THEO",22,12,2,0,2,1,1,0,1,4,9,0.4444444444,1,5,0.2,3,4,0.75,3,TOR,0,16,NA,103,124,20.62191781,L,REG,21-22
CHA,2022-01-25,@TOR,"BERTANS, DAVIS",22,9,6,0,6,0,2,0,1,1,2,0.5,1,2,0.5,6,7,0.8571428571,2,TOR,0,17,NA,103,124,29.20273973,L,REG,21-22
CHA,2022-01-25,@TOR,"JONES, DERRICK",14,6,3,1,2,1,0,0,0,2,3,0.6666666667,0,1,0,2,3,0.6666666667,0,TOR,0,10,NA,103,124,24.94246575,L,REG,21-22
CHA,2022-01-25,@TOR,"MCDANIELS, JALEN",13,1,2,1,1,0,0,0,0,0,3,0,0,1,0,1,2,0.5,2,TOR,0,3,NA,103,124,23.98356164,L,REG,21-22
CHA,2022-01-25,@TOR,"HOLIDAY, JUSTIN",28,0,1,0,1,1,0,0,2,0,5,0,0,4,0,0,0,NA,3,TOR,0,2,NA,103,124,32.80821918,L,REG,21-22
CHA,2022-01-26,@IND,"SENGUN, ALPEREN",28,22,14,6,8,1,2,0,2,11,20,0.55,0,0,NA,0,0,NA,0,IND,0,39,NA,97,116,19.50684932,L,REG,21-22
CHA,2022-01-26,@IND,"MALEDON, THEO",21,21,5,0,5,4,0,0,4,7,10,0.7,4,6,0.6666666667,3,3,1,0,IND,0,30,NA,97,116,20.62465753,L,REG,21-22
CHA,2022-01-26,@IND,"GRAHAM, DEVONTE",35,14,1,0,1,8,1,0,2,5,12,0.4166666667,2,8,0.25,2,3,0.6666666667,2,IND,0,24,NA,97,116,26.9260274,L,REG,21-22
CHA,2022-01-26,@IND,"WASHINGTON, PJ",29,10,7,0,7,2,3,0,1,4,10,0.4,1,6,0.1666666667,1,2,0.5,0,IND,0,22,NA,97,116,23.42739726,L,REG,21-22
CHA,2022-01-26,@IND,"BERTANS, DAVIS",22,8,2,0,2,0,1,1,2,2,6,0.3333333333,2,6,0.3333333333,2,2,1,2,IND,0,12,NA,97,116,29.20547945,L,REG,21-22
CHA,2022-01-26,@IND,"KENNARD, LUKE",30,6,2,0,2,2,0,0,2,2,8,0.25,2,7,0.2857142857,0,1,0,3,IND,0,10,NA,97,116,25.59178082,L,REG,21-22
CHA,2022-01-26,@IND,"PRINCE, TAUREAN",20,6,3,0,3,0,0,0,0,3,4,0.75,0,0,NA,0,0,NA,1,IND,0,9,NA,97,116,27.84931507,L,REG,21-22
CHA,2022-01-26,@IND,"JONES, DERRICK",15,5,2,0,2,0,0,1,0,1,4,0.25,0,2,0,3,3,1,0,IND,0,8,NA,97,116,24.94520548,L,REG,21-22
CHA,2022-01-26,@IND,"MCDANIELS, JALEN",13,3,3,0,3,1,0,0,1,1,4,0.25,1,2,0.5,0,0,NA,1,IND,0,7,NA,97,116,23.98630137,L,REG,21-22
CHA,2022-01-26,@IND,"HOLIDAY, JUSTIN",27,2,0,0,0,0,0,0,2,1,7,0.1428571429,0,4,0,0,0,NA,1,IND,0,2,NA,97,116,32.8109589,L,REG,21-22
CHA,2022-01-28,LAL,"GRAHAM, DEVONTE",34,18,1,0,1,4,0,0,0,6,11,0.5454545455,5,10,0.5,1,2,0.5,3,LAL,0,23,NA,122,133,26.93150685,L,REG,21-22
CHA,2022-01-28,LAL,"BERTANS, DAVIS",22,15,2,0,2,0,0,1,2,4,7,0.5714285714,4,7,0.5714285714,3,3,1,2,LAL,0,18,NA,122,133,29.2109589,L,REG,21-22
CHA,2022-01-28,LAL,"KENNARD, LUKE",30,14,0,0,0,2,0,0,2,4,7,0.5714285714,4,5,0.8,2,2,1,3,LAL,0,16,NA,122,133,25.59726027,L,REG,21-22
CHA,2022-01-28,LAL,"WASHINGTON, PJ",29,14,11,3,8,3,0,0,0,5,13,0.3846153846,2,5,0.4,2,2,1,1,LAL,0,28,NA,122,133,23.43287671,L,REG,21-22
CHA,2022-01-28,LAL,"MALEDON, THEO",21,13,3,0,3,3,1,0,4,4,7,0.5714285714,3,5,0.6,2,2,1,3,LAL,0,20,NA,122,133,20.63013699,L,REG,21-22
CHA,2022-01-28,LAL,"JONES, DERRICK",15,13,3,0,3,1,0,1,0,5,9,0.5555555556,3,6,0.5,0,0,NA,0,LAL,0,18,NA,122,133,24.95068493,L,REG,21-22
CHA,2022-01-28,LAL,"SENGUN, ALPEREN",27,12,10,2,8,1,1,3,3,5,9,0.5555555556,0,0,NA,2,2,1,1,LAL,0,27,NA,122,133,19.51232877,L,REG,21-22
CHA,2022-01-28,LAL,"HOLIDAY, JUSTIN",27,9,1,0,1,2,1,0,2,2,8,0.25,2,7,0.2857142857,3,4,0.75,3,LAL,0,13,NA,122,133,32.81643836,L,REG,21-22
CHA,2022-01-28,LAL,"PRINCE, TAUREAN",22,7,2,0,2,2,0,1,2,2,9,0.2222222222,2,7,0.2857142857,1,2,0.5,4,LAL,0,12,NA,122,133,27.85479452,L,REG,21-22
CHA,2022-01-28,LAL,"MCDANIELS, JALEN",13,7,3,0,3,1,0,0,0,2,4,0.5,1,2,0.5,2,2,1,0,LAL,0,11,NA,122,133,23.99178082,L,REG,21-22
CHA,2022-01-30,LAC,"KENNARD, LUKE",28,19,5,0,5,1,1,0,0,7,10,0.7,5,8,0.625,0,0,NA,3,LAC,0,26,NA,100,105,25.60273973,L,REG,21-22
CHA,2022-01-30,LAC,"GRAHAM, DEVONTE",29,14,4,1,3,4,2,0,6,4,15,0.2666666667,3,8,0.375,3,3,1,1,LAC,0,24,NA,100,105,26.9369863,L,REG,21-22
CHA,2022-01-30,LAC,"BERTANS, DAVIS",30,11,2,0,2,1,1,0,1,3,9,0.3333333333,3,9,0.3333333333,2,3,0.6666666667,1,LAC,0,15,NA,100,105,29.21643836,L,REG,21-22
CHA,2022-01-30,LAC,"WASHINGTON, PJ",30,11,9,4,5,3,1,0,5,5,9,0.5555555556,1,3,0.3333333333,0,0,NA,2,LAC,0,24,NA,100,105,23.43835616,L,REG,21-22
CHA,2022-01-30,LAC,"PRINCE, TAUREAN",11,9,0,0,0,0,1,1,0,4,4,1,1,1,1,0,0,NA,3,LAC,0,11,NA,100,105,27.86027397,L,REG,21-22
CHA,2022-01-30,LAC,"MALEDON, THEO",14,7,0,0,0,5,0,0,2,2,4,0.5,1,2,0.5,2,7,0.2857142857,3,LAC,0,12,NA,100,105,20.63561644,L,REG,21-22
CHA,2022-01-30,LAC,"SENGUN, ALPEREN",31,6,7,2,5,3,3,3,3,3,9,0.3333333333,0,0,NA,0,0,NA,2,LAC,0,22,NA,100,105,19.51780822,L,REG,21-22
CHA,2022-01-30,LAC,"HOLIDAY, JUSTIN",11,6,0,0,0,0,0,0,0,0,2,0,0,2,0,6,6,1,1,LAC,0,6,NA,100,105,32.82191781,L,REG,21-22
CHA,2022-01-30,LAC,"BROWN, TROY",13,6,3,1,2,1,0,0,0,2,4,0.5,0,1,0,2,2,1,0,LAC,0,10,NA,100,105,22.50958904,L,REG,21-22
CHA,2022-01-30,LAC,"CULVER, JARRETT",4,4,1,0,1,0,0,0,0,2,4,0.5,0,1,0,0,0,NA,1,LAC,0,5,NA,100,105,22.94246575,L,REG,21-22
