TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,SEASON
PHX,2022-01-02,@CHA,"HERNANGOMEZ, WILLY",22,3,12,3,9,2,1,1,1,1,7,0.1428571429,0,0,NA,1,2,0.5,1,CHA,0,19,NA,127,84,27.60273973,W,REG,21-22
PHX,2022-01-02,@CHA,"VANDERBILT, JARRED",21,6,14,7,7,2,1,0,4,2,6,0.3333333333,0,0,NA,2,2,1,0,CHA,0,23,NA,127,84,22.75068493,W,REG,21-22
PHX,2022-01-04,@NOP,"BOOKER, DEVIN",39,26,7,1,6,8,1,0,3,9,25,0.36,3,9,0.3333333333,5,5,1,6,NOP,0,42,NA,101,124,25.18082192,L,REG,21-22
PHX,2022-01-04,@NOP,"BRIDGES, MIKAL",36,4,7,1,6,2,5,1,4,2,9,0.2222222222,0,4,0,0,0,NA,6,NOP,0,19,NA,101,124,25.34794521,L,REG,21-22
PHX,2022-01-04,@NOP,"SCHRODER, DENNIS",35,11,4,0,4,4,0,0,5,5,13,0.3846153846,1,4,0.25,0,1,0,1,NOP,0,19,NA,101,124,28.30410959,L,REG,21-22
PHX,2022-01-04,@NOP,"AYTON, DEANDRE",31,18,10,5,5,1,0,4,2,7,10,0.7,0,0,NA,4,6,0.6666666667,6,NOP,0,33,NA,101,124,23.45205479,L,REG,21-22
PHX,2022-01-04,@NOP,"LEONARD, KAWHI",21,9,4,3,1,2,1,0,2,3,6,0.5,1,2,0.5,2,2,1,6,NOP,0,16,NA,101,124,30.51780822,L,REG,21-22
PHX,2022-01-04,@NOP,"VANDERBILT, JARRED",21,2,2,0,2,0,0,0,2,0,1,0,0,0,NA,2,2,1,3,NOP,0,4,NA,101,124,22.75616438,L,REG,21-22
PHX,2022-01-04,@NOP,"SUGGS, JALEN",20,21,0,0,0,1,0,0,2,7,11,0.6363636364,1,3,0.3333333333,6,6,1,1,NOP,0,22,NA,101,124,20.53424658,L,REG,21-22
PHX,2022-01-04,@NOP,"JOHNSON, CAMERON",19,5,3,0,3,0,1,0,0,2,6,0.3333333333,1,5,0.2,0,0,NA,1,NOP,0,9,NA,101,124,25.84109589,L,REG,21-22
PHX,2022-01-04,@NOP,"SMITH, JALEN",17,5,3,1,2,0,1,1,0,2,6,0.3333333333,0,2,0,1,2,0.5,1,NOP,0,10,NA,101,124,21.80547945,L,REG,21-22
PHX,2022-01-04,@NOP,"LANDALE, JOCK",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,NOP,0,0,NA,101,124,26.19452055,L,REG,21-22
PHX,2022-01-06,LAC,"BOOKER, DEVIN",40,42,10,1,9,9,0,0,3,14,24,0.5833333333,4,7,0.5714285714,10,11,0.9090909091,2,LAC,0,61,NA,152,120,25.18630137,W,REG,21-22
PHX,2022-01-06,LAC,"BRIDGES, MIKAL",36,6,2,0,2,4,5,2,2,2,3,0.6666666667,2,2,1,0,0,NA,3,LAC,0,19,NA,152,120,25.35342466,W,REG,21-22
PHX,2022-01-06,LAC,"LEONARD, KAWHI",35,32,8,0,8,3,2,0,1,12,21,0.5714285714,3,8,0.375,5,6,0.8333333333,3,LAC,0,45,NA,152,120,30.52328767,W,REG,21-22
PHX,2022-01-06,LAC,"SCHRODER, DENNIS",33,37,4,0,4,12,2,0,1,16,20,0.8,3,4,0.75,2,2,1,4,LAC,0,55,NA,152,120,28.30958904,W,REG,21-22
PHX,2022-01-06,LAC,"SMITH, JALEN",24,8,6,0,6,4,0,1,0,3,5,0.6,2,3,0.6666666667,0,0,NA,5,LAC,0,19,NA,152,120,21.8109589,W,REG,21-22
PHX,2022-01-06,LAC,"JOHNSON, CAMERON",24,6,3,0,3,0,0,0,2,2,6,0.3333333333,2,6,0.3333333333,0,0,NA,1,LAC,0,9,NA,152,120,25.84657534,W,REG,21-22
PHX,2022-01-06,LAC,"SUGGS, JALEN",19,12,2,1,1,5,0,0,1,4,6,0.6666666667,1,2,0.5,3,3,1,2,LAC,0,19,NA,152,120,20.53972603,W,REG,21-22
PHX,2022-01-06,LAC,"AYTON, DEANDRE",17,7,5,2,3,0,0,0,0,3,5,0.6,0,0,NA,1,1,1,6,LAC,0,12,NA,152,120,23.45753425,W,REG,21-22
PHX,2022-01-06,LAC,"SNELL, TONY",12,2,2,0,2,3,1,0,0,1,3,0.3333333333,0,1,0,0,0,NA,1,LAC,0,8,NA,152,120,30.15616438,W,REG,21-22
PHX,2022-01-08,MIA,"AYTON, DEANDRE",40,6,16,4,12,1,0,1,1,3,6,0.5,0,0,NA,0,0,NA,2,MIA,0,24,NA,105,110,23.4630137,L,REG,21-22
PHX,2022-01-08,MIA,"LEONARD, KAWHI",36,29,9,1,8,4,3,0,4,9,16,0.5625,5,7,0.7142857143,6,6,1,0,MIA,0,45,NA,105,110,30.52876712,L,REG,21-22
PHX,2022-01-08,MIA,"BOOKER, DEVIN",35,28,6,1,5,4,0,0,3,9,21,0.4285714286,4,9,0.4444444444,6,6,1,2,MIA,0,38,NA,105,110,25.19178082,L,REG,21-22
PHX,2022-01-08,MIA,"SCHRODER, DENNIS",32,17,1,0,1,10,3,0,3,8,15,0.5333333333,0,5,0,1,1,1,3,MIA,0,31,NA,105,110,28.31506849,L,REG,21-22
PHX,2022-01-08,MIA,"BRIDGES, MIKAL",32,5,5,0,5,4,1,3,2,2,7,0.2857142857,1,2,0.5,0,0,NA,3,MIA,0,18,NA,105,110,25.35890411,L,REG,21-22
PHX,2022-01-08,MIA,"JOHNSON, CAMERON",24,5,3,0,3,0,0,1,2,1,1,1,1,1,1,2,2,1,2,MIA,0,9,NA,105,110,25.85205479,L,REG,21-22
PHX,2022-01-08,MIA,"SUGGS, JALEN",21,13,1,0,1,2,0,0,3,5,12,0.4166666667,2,5,0.4,1,2,0.5,2,MIA,0,16,NA,105,110,20.54520548,L,REG,21-22
PHX,2022-01-08,MIA,"LANDALE, JOCK",10,2,1,1,0,0,0,0,0,1,3,0.3333333333,0,0,NA,0,0,NA,0,MIA,0,3,NA,105,110,26.20547945,L,REG,21-22
PHX,2022-01-08,MIA,"SNELL, TONY",10,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,NA,3,MIA,0,2,NA,105,110,30.16164384,L,REG,21-22
PHX,2022-01-11,@TOR,"AYTON, DEANDRE",38,13,13,4,9,3,2,1,1,5,10,0.5,0,0,NA,3,4,0.75,2,TOR,0,32,NA,111,112,23.47123288,L,REG,21-22
PHX,2022-01-11,@TOR,"BOOKER, DEVIN",37,27,7,0,7,2,0,0,0,11,19,0.5789473684,3,7,0.4285714286,2,2,1,2,TOR,0,36,NA,111,112,25.2,L,REG,21-22
PHX,2022-01-11,@TOR,"SCHRODER, DENNIS",35,17,2,0,2,8,1,0,1,6,12,0.5,3,5,0.6,2,2,1,2,TOR,0,28,NA,111,112,28.32328767,L,REG,21-22
PHX,2022-01-11,@TOR,"LEONARD, KAWHI",33,16,4,1,3,6,2,1,3,6,12,0.5,2,6,0.3333333333,2,2,1,5,TOR,0,29,NA,111,112,30.5369863,L,REG,21-22
PHX,2022-01-11,@TOR,"BRIDGES, MIKAL",28,7,5,1,4,2,2,0,4,2,6,0.3333333333,0,1,0,3,3,1,6,TOR,0,16,NA,111,112,25.36712329,L,REG,21-22
PHX,2022-01-11,@TOR,"JOHNSON, CAMERON",24,14,4,0,4,0,0,0,2,3,5,0.6,3,5,0.6,5,7,0.7142857143,3,TOR,0,18,NA,111,112,25.86027397,L,REG,21-22
PHX,2022-01-11,@TOR,"SUGGS, JALEN",20,12,2,1,1,1,1,0,1,5,11,0.4545454545,2,4,0.5,0,0,NA,2,TOR,0,16,NA,111,112,20.55342466,L,REG,21-22
PHX,2022-01-11,@TOR,"SNELL, TONY",12,3,2,0,2,0,0,0,1,1,3,0.3333333333,1,3,0.3333333333,0,0,NA,1,TOR,0,5,NA,111,112,30.16986301,L,REG,21-22
PHX,2022-01-11,@TOR,"LANDALE, JOCK",10,2,2,1,1,1,0,0,2,0,1,0,0,0,NA,2,2,1,2,TOR,0,5,NA,111,112,26.21369863,L,REG,21-22
PHX,2022-01-11,@TOR,"TERRY, TYRELL",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,TOR,0,0,NA,111,112,21.28767123,L,REG,21-22
PHX,2022-01-11,@TOR,"KING, LOUIS",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,TOR,0,0,NA,111,112,22.76712329,L,REG,21-22
PHX,2022-01-11,@TOR,"JEROME, TY",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,TOR,0,0,NA,111,112,24.51232877,L,REG,21-22
PHX,2022-01-12,@DET,"LEONARD, KAWHI",40,21,8,1,7,1,3,1,2,8,18,0.4444444444,2,7,0.2857142857,3,3,1,3,DET,0,34,NA,101,111,30.53972603,L,REG,21-22
PHX,2022-01-12,@DET,"BOOKER, DEVIN",39,30,5,0,5,7,2,0,2,13,25,0.52,4,9,0.4444444444,0,0,NA,3,DET,0,44,NA,101,111,25.20273973,L,REG,21-22
PHX,2022-01-12,@DET,"BRIDGES, MIKAL",38,7,4,0,4,3,0,0,3,2,5,0.4,1,2,0.5,2,3,0.6666666667,4,DET,0,14,NA,101,111,25.36986301,L,REG,21-22
PHX,2022-01-12,@DET,"SCHRODER, DENNIS",37,20,2,0,2,7,0,0,3,7,16,0.4375,5,7,0.7142857143,1,1,1,2,DET,0,29,NA,101,111,28.3260274,L,REG,21-22
PHX,2022-01-12,@DET,"JOHNSON, CAMERON",25,4,6,0,6,0,1,3,2,2,9,0.2222222222,0,6,0,0,0,NA,2,DET,0,14,NA,101,111,25.8630137,L,REG,21-22
PHX,2022-01-12,@DET,"SUGGS, JALEN",20,11,0,0,0,3,1,0,1,3,6,0.5,0,0,NA,5,5,1,0,DET,0,15,NA,101,111,20.55616438,L,REG,21-22
PHX,2022-01-12,@DET,"LANDALE, JOCK",20,6,2,0,2,0,1,0,0,2,2,1,0,0,NA,2,2,1,1,DET,0,9,NA,101,111,26.21643836,L,REG,21-22
PHX,2022-01-12,@DET,"AYTON, DEANDRE",11,2,5,3,2,1,0,2,1,1,2,0.5,0,0,NA,0,0,NA,6,DET,0,10,NA,101,111,23.4739726,L,REG,21-22
PHX,2022-01-12,@DET,"SNELL, TONY",10,0,2,0,2,0,0,1,0,0,0,NA,0,0,NA,0,0,NA,3,DET,0,3,NA,101,111,30.17260274,L,REG,21-22
PHX,2022-01-14,@IND,"AYTON, DEANDRE",38,14,16,6,10,2,0,3,3,7,10,0.7,0,0,NA,0,0,NA,5,IND,0,35,NA,91,119,23.47945205,L,REG,21-22
PHX,2022-01-14,@IND,"BOOKER, DEVIN",37,16,6,1,5,5,2,0,3,7,17,0.4117647059,2,8,0.25,0,0,NA,2,IND,0,29,NA,91,119,25.20821918,L,REG,21-22
PHX,2022-01-14,@IND,"SCHRODER, DENNIS",34,18,5,2,3,4,0,0,4,8,14,0.5714285714,2,5,0.4,0,1,0,4,IND,0,27,NA,91,119,28.33150685,L,REG,21-22
PHX,2022-01-14,@IND,"BRIDGES, MIKAL",34,7,4,0,4,0,1,3,1,3,9,0.3333333333,1,6,0.1666666667,0,0,NA,2,IND,0,15,NA,91,119,25.37534247,L,REG,21-22
PHX,2022-01-14,@IND,"LEONARD, KAWHI",33,15,7,1,6,4,3,0,6,7,20,0.35,1,5,0.2,0,0,NA,5,IND,0,29,NA,91,119,30.54520548,L,REG,21-22
PHX,2022-01-14,@IND,"JOHNSON, CAMERON",24,8,2,0,2,1,0,1,4,3,10,0.3,2,7,0.2857142857,0,0,NA,2,IND,0,12,NA,91,119,25.86849315,L,REG,21-22
PHX,2022-01-14,@IND,"SUGGS, JALEN",20,11,0,0,0,7,0,0,1,4,8,0.5,1,3,0.3333333333,2,2,1,1,IND,0,18,NA,91,119,20.56164384,L,REG,21-22
PHX,2022-01-14,@IND,"LANDALE, JOCK",10,2,0,0,0,0,1,1,0,1,1,1,0,0,NA,0,0,NA,0,IND,0,4,NA,91,119,26.22191781,L,REG,21-22
PHX,2022-01-14,@IND,"SNELL, TONY",10,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,IND,0,0,NA,91,119,30.17808219,L,REG,21-22
PHX,2022-01-17,@SAS,"BOOKER, DEVIN",37,17,4,0,4,6,0,0,1,5,12,0.4166666667,2,6,0.3333333333,5,5,1,3,SAS,0,27,NA,116,104,25.21643836,W,REG,21-22
PHX,2022-01-17,@SAS,"LEONARD, KAWHI",36,29,6,1,5,3,1,0,1,8,21,0.380952381,2,6,0.3333333333,11,13,0.8461538462,4,SAS,0,39,NA,116,104,30.55342466,W,REG,21-22
PHX,2022-01-17,@SAS,"AYTON, DEANDRE",35,27,14,5,9,1,1,1,1,11,16,0.6875,0,0,NA,5,9,0.5555555556,0,SAS,0,44,NA,116,104,23.48767123,W,REG,21-22
PHX,2022-01-17,@SAS,"SCHRODER, DENNIS",33,16,9,1,8,6,1,0,0,6,12,0.5,2,3,0.6666666667,2,2,1,3,SAS,0,32,NA,116,104,28.33972603,W,REG,21-22
PHX,2022-01-17,@SAS,"BRIDGES, MIKAL",31,6,4,1,3,0,0,3,3,2,6,0.3333333333,1,4,0.25,1,2,0.5,3,SAS,0,13,NA,116,104,25.38356164,W,REG,21-22
PHX,2022-01-17,@SAS,"JOHNSON, CAMERON",23,7,5,0,5,1,3,0,2,3,6,0.5,1,3,0.3333333333,0,0,NA,2,SAS,0,16,NA,116,104,25.87671233,W,REG,21-22
PHX,2022-01-17,@SAS,"SUGGS, JALEN",18,12,3,0,3,1,0,0,0,3,8,0.375,2,5,0.4,4,4,1,3,SAS,0,16,NA,116,104,20.56986301,W,REG,21-22
PHX,2022-01-17,@SAS,"HERNANGOMEZ, WILLY",15,2,3,2,1,5,1,0,1,1,1,1,0,0,NA,0,0,NA,1,SAS,0,11,NA,116,104,27.64383562,W,REG,21-22
PHX,2022-01-17,@SAS,"SNELL, TONY",12,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,0,0,NA,1,SAS,0,1,NA,116,104,30.18630137,W,REG,21-22
PHX,2022-01-20,@DAL,"AYTON, DEANDRE",37,19,12,2,10,0,0,0,0,9,16,0.5625,0,0,NA,1,2,0.5,1,DAL,0,31,NA,113,112,23.49589041,W,REG,21-22
PHX,2022-01-20,@DAL,"BOOKER, DEVIN",36,43,5,0,5,4,0,0,0,16,24,0.6666666667,4,8,0.5,7,7,1,1,DAL,0,52,NA,113,112,25.224657530000002,W,REG,21-22
PHX,2022-01-20,@DAL,"BRIDGES, MIKAL",34,8,3,3,0,2,0,1,2,3,8,0.375,2,4,0.5,0,0,NA,6,DAL,0,14,NA,113,112,25.39178082,W,REG,21-22
PHX,2022-01-20,@DAL,"SCHRODER, DENNIS",31,6,2,0,2,9,2,0,2,3,12,0.25,0,2,0,0,0,NA,3,DAL,0,19,NA,113,112,28.34794521,W,REG,21-22
PHX,2022-01-20,@DAL,"JOHNSON, CAMERON",30,7,4,0,4,1,1,0,0,1,5,0.2,1,4,0.25,4,5,0.8,4,DAL,0,13,NA,113,112,25.88493151,W,REG,21-22
PHX,2022-01-20,@DAL,"LEONARD, KAWHI",25,14,6,2,4,3,4,2,5,5,8,0.625,2,4,0.5,2,2,1,1,DAL,0,29,NA,113,112,30.56164384,W,REG,21-22
PHX,2022-01-20,@DAL,"SUGGS, JALEN",18,10,3,0,3,5,1,0,1,5,11,0.4545454545,0,2,0,0,0,NA,2,DAL,0,19,NA,113,112,20.57808219,W,REG,21-22
PHX,2022-01-20,@DAL,"HERNANGOMEZ, WILLY",15,2,4,2,2,0,0,1,0,1,3,0.3333333333,0,0,NA,0,0,NA,4,DAL,0,7,NA,113,112,27.65205479,W,REG,21-22
PHX,2022-01-20,@DAL,"SNELL, TONY",10,2,0,0,0,1,0,0,1,1,2,0.5,0,1,0,0,0,NA,0,DAL,0,3,NA,113,112,30.19452055,W,REG,21-22
PHX,2022-01-20,@DAL,"KING, LOUIS",3,2,0,0,0,0,2,0,0,0,1,0,0,1,0,2,2,1,1,DAL,0,4,NA,113,112,22.79178082,W,REG,21-22
PHX,2022-01-20,@DAL,"LANDALE, JOCK",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,DAL,0,0,NA,113,112,26.23835616,W,REG,21-22
PHX,2022-01-22,IND,"AYTON, DEANDRE",37,21,12,8,4,2,0,0,1,7,15,0.4666666667,0,0,NA,7,7,1,1,IND,0,35,NA,99,92,23.50136986,W,REG,21-22
PHX,2022-01-22,IND,"BRIDGES, MIKAL",35,8,5,1,4,1,2,1,3,3,11,0.2727272727,2,6,0.3333333333,0,1,0,0,IND,0,17,NA,99,92,25.39726027,W,REG,21-22
PHX,2022-01-22,IND,"BOOKER, DEVIN",33,16,6,0,6,5,1,0,1,4,15,0.2666666667,1,5,0.2,7,9,0.7777777778,2,IND,0,28,NA,99,92,25.23013699,W,REG,21-22
PHX,2022-01-22,IND,"SCHRODER, DENNIS",33,10,3,1,2,4,2,0,1,3,12,0.25,1,4,0.25,3,3,1,1,IND,0,19,NA,99,92,28.35342466,W,REG,21-22
PHX,2022-01-22,IND,"VANDERBILT, JARRED",26,14,6,3,3,0,1,1,1,5,7,0.7142857143,0,0,NA,4,4,1,2,IND,0,22,NA,99,92,22.80547945,W,REG,21-22
PHX,2022-01-22,IND,"JOHNSON, CAMERON",23,10,3,0,3,1,1,0,3,3,4,0.75,3,4,0.75,1,2,0.5,1,IND,0,15,NA,99,92,25.89041096,W,REG,21-22
PHX,2022-01-22,IND,"SUGGS, JALEN",22,12,4,1,3,3,0,0,1,5,14,0.3571428571,1,6,0.1666666667,1,2,0.5,2,IND,0,19,NA,99,92,20.58356164,W,REG,21-22
PHX,2022-01-22,IND,"HERNANGOMEZ, WILLY",15,6,8,2,6,1,0,1,1,2,4,0.5,0,0,NA,2,4,0.5,2,IND,0,16,NA,99,92,27.65753425,W,REG,21-22
PHX,2022-01-22,IND,"SNELL, TONY",8,2,1,0,1,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,IND,0,3,NA,99,92,30.2,W,REG,21-22
PHX,2022-01-22,IND,"JEROME, TY",8,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,NA,2,IND,0,2,NA,99,92,24.54246575,W,REG,21-22
PHX,2022-01-24,UTA,"AYTON, DEANDRE",35,20,11,3,8,2,0,0,0,8,14,0.5714285714,0,0,NA,4,6,0.6666666667,3,UTA,0,33,NA,104,79,23.50684932,W,REG,21-22
PHX,2022-01-24,UTA,"BOOKER, DEVIN",34,28,5,0,5,6,2,0,0,12,22,0.5454545455,2,7,0.2857142857,2,2,1,1,UTA,0,41,NA,104,79,25.23561644,W,REG,21-22
PHX,2022-01-24,UTA,"BRIDGES, MIKAL",32,6,3,1,2,2,0,3,3,2,4,0.5,2,2,1,0,0,NA,2,UTA,0,14,NA,104,79,25.40273973,W,REG,21-22
PHX,2022-01-24,UTA,"SCHRODER, DENNIS",31,12,5,2,3,6,0,0,4,6,11,0.5454545455,0,1,0,0,0,NA,1,UTA,0,23,NA,104,79,28.35890411,W,REG,21-22
PHX,2022-01-24,UTA,"JOHNSON, CAMERON",27,17,6,1,5,1,1,0,2,4,13,0.3076923077,3,10,0.3,6,6,1,2,UTA,0,25,NA,104,79,25.89589041,W,REG,21-22
PHX,2022-01-24,UTA,"VANDERBILT, JARRED",27,12,11,4,7,0,3,1,4,5,10,0.5,0,0,NA,2,2,1,0,UTA,0,27,NA,104,79,22.8109589,W,REG,21-22
PHX,2022-01-24,UTA,"SUGGS, JALEN",22,5,3,1,2,3,2,2,1,2,6,0.3333333333,1,3,0.3333333333,0,0,NA,4,UTA,0,15,NA,104,79,20.5890411,W,REG,21-22
PHX,2022-01-24,UTA,"HERNANGOMEZ, WILLY",14,4,8,2,6,0,0,1,0,0,4,0,0,0,NA,4,8,0.5,1,UTA,0,13,NA,104,79,27.6630137,W,REG,21-22
PHX,2022-01-24,UTA,"SNELL, TONY",9,0,2,0,2,0,0,1,0,0,2,0,0,1,0,0,0,NA,0,UTA,0,3,NA,104,79,30.20547945,W,REG,21-22
PHX,2022-01-24,UTA,"JEROME, TY",9,0,0,0,0,1,0,0,1,0,2,0,0,0,NA,0,0,NA,0,UTA,0,1,NA,104,79,24.54794521,W,REG,21-22
PHX,2022-01-26,@UTA,"BOOKER, DEVIN",35,36,5,2,3,2,1,0,2,16,23,0.6956521739,4,7,0.5714285714,0,0,NA,3,UTA,0,44,NA,99,102,25.24109589,L,REG,21-22
PHX,2022-01-26,@UTA,"AYTON, DEANDRE",35,15,13,4,9,1,1,1,1,6,13,0.4615384615,0,0,NA,3,4,0.75,4,UTA,0,31,NA,99,102,23.51232877,L,REG,21-22
PHX,2022-01-26,@UTA,"BRIDGES, MIKAL",33,12,5,1,4,2,2,3,7,4,8,0.5,4,4,1,0,0,NA,2,UTA,0,24,NA,99,102,25.40821918,L,REG,21-22
PHX,2022-01-26,@UTA,"SCHRODER, DENNIS",31,4,3,1,2,9,4,0,3,1,9,0.1111111111,0,3,0,2,2,1,3,UTA,0,20,NA,99,102,28.36438356,L,REG,21-22
PHX,2022-01-26,@UTA,"JOHNSON, CAMERON",26,5,2,0,2,2,0,0,0,2,11,0.1818181818,1,10,0.1,0,0,NA,0,UTA,0,9,NA,99,102,25.90136986,L,REG,21-22
PHX,2022-01-26,@UTA,"VANDERBILT, JARRED",26,2,8,2,6,0,0,1,1,1,1,1,0,0,NA,0,0,NA,2,UTA,0,11,NA,99,102,22.81643836,L,REG,21-22
PHX,2022-01-26,@UTA,"SUGGS, JALEN",22,11,2,0,2,8,1,1,2,4,18,0.2222222222,3,7,0.4285714286,0,0,NA,2,UTA,0,23,NA,99,102,20.59452055,L,REG,21-22
PHX,2022-01-26,@UTA,"HERNANGOMEZ, WILLY",15,6,8,1,7,2,0,1,0,3,5,0.6,0,0,NA,0,0,NA,0,UTA,0,17,NA,99,102,27.66849315,L,REG,21-22
PHX,2022-01-26,@UTA,"SNELL, TONY",9,5,2,0,2,1,0,0,1,1,1,1,0,0,NA,3,3,1,3,UTA,0,8,NA,99,102,30.2109589,L,REG,21-22
PHX,2022-01-26,@UTA,"JEROME, TY",8,3,0,0,0,0,1,0,1,1,3,0.3333333333,1,2,0.5,0,0,NA,0,UTA,0,4,NA,99,102,24.55342466,L,REG,21-22
PHX,2022-01-28,MIN,"BOOKER, DEVIN",41,36,6,1,5,7,0,0,0,11,30,0.3666666667,3,12,0.25,11,11,1,0,MIN,0,49,NA,123,116,25.24657534,W,REG,21-22
PHX,2022-01-28,MIN,"BRIDGES, MIKAL",41,20,7,2,5,0,1,3,3,8,11,0.7272727273,2,2,1,2,3,0.6666666667,4,MIN,0,31,NA,123,116,25.41369863,W,REG,21-22
PHX,2022-01-28,MIN,"AYTON, DEANDRE",36,12,13,3,10,3,1,0,1,3,5,0.6,0,0,NA,6,7,0.8571428571,4,MIN,0,29,NA,123,116,23.51780822,W,REG,21-22
PHX,2022-01-28,MIN,"VANDERBILT, JARRED",30,10,10,3,7,2,1,1,2,5,6,0.8333333333,0,0,NA,0,0,NA,1,MIN,0,24,NA,123,116,22.82191781,W,REG,21-22
PHX,2022-01-28,MIN,"JOHNSON, CAMERON",26,12,3,0,3,1,0,1,1,3,8,0.375,2,6,0.3333333333,4,5,0.8,1,MIN,0,17,NA,123,116,25.90684932,W,REG,21-22
PHX,2022-01-28,MIN,"SUGGS, JALEN",23,16,3,1,2,7,0,0,0,5,12,0.4166666667,0,3,0,6,7,0.8571428571,3,MIN,0,26,NA,123,116,20.6,W,REG,21-22
PHX,2022-01-28,MIN,"HERNANGOMEZ, WILLY",15,8,3,0,3,2,0,1,0,4,9,0.4444444444,0,0,NA,0,2,0,1,MIN,0,14,NA,123,116,27.6739726,W,REG,21-22
PHX,2022-01-28,MIN,"JEROME, TY",15,3,0,0,0,1,0,0,1,1,5,0.2,1,5,0.2,0,0,NA,1,MIN,0,4,NA,123,116,24.55890411,W,REG,21-22
PHX,2022-01-28,MIN,"SNELL, TONY",8,3,2,0,2,0,0,0,0,1,1,1,1,1,1,0,0,NA,1,MIN,0,5,NA,123,116,30.21643836,W,REG,21-22
PHX,2022-01-28,MIN,"SCHRODER, DENNIS",3,3,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,NA,1,MIN,0,4,NA,123,116,28.36986301,W,REG,21-22
PHX,2022-01-28,MIN,"TERRY, TYRELL",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIN,0,0,NA,123,116,21.33424658,W,REG,21-22
PHX,2022-01-28,MIN,"KING, LOUIS",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIN,0,0,NA,123,116,22.81369863,W,REG,21-22
PHX,2022-01-30,SAS,"BOOKER, DEVIN",39,43,9,1,8,5,0,0,3,15,27,0.5555555556,5,9,0.5555555556,8,8,1,2,SAS,0,57,NA,127,110,25.25205479,W,REG,21-22
PHX,2022-01-30,SAS,"AYTON, DEANDRE",36,25,10,3,7,2,1,2,0,11,14,0.7857142857,0,0,NA,3,5,0.6,2,SAS,0,40,NA,127,110,23.52328767,W,REG,21-22
PHX,2022-01-30,SAS,"BRIDGES, MIKAL",34,18,4,1,3,0,4,1,5,8,11,0.7272727273,2,3,0.6666666667,0,0,NA,3,SAS,0,27,NA,127,110,25.41917808,W,REG,21-22
PHX,2022-01-30,SAS,"JOHNSON, CAMERON",33,9,5,0,5,3,2,0,3,1,4,0.25,1,4,0.25,6,6,1,2,SAS,0,19,NA,127,110,25.91232877,W,REG,21-22
PHX,2022-01-30,SAS,"SUGGS, JALEN",32,9,3,1,2,6,0,0,5,3,10,0.3,1,5,0.2,2,2,1,0,SAS,0,18,NA,127,110,20.60547945,W,REG,21-22
PHX,2022-01-30,SAS,"VANDERBILT, JARRED",30,6,13,1,12,1,2,0,3,2,5,0.4,0,0,NA,2,2,1,3,SAS,0,22,NA,127,110,22.82739726,W,REG,21-22
PHX,2022-01-30,SAS,"HERNANGOMEZ, WILLY",15,12,8,1,7,1,0,2,2,5,7,0.7142857143,0,0,NA,2,2,1,3,SAS,0,23,NA,127,110,27.67945205,W,REG,21-22
PHX,2022-01-30,SAS,"JEROME, TY",11,5,1,0,1,3,1,0,2,1,1,1,1,1,1,2,2,1,3,SAS,0,10,NA,127,110,24.56438356,W,REG,21-22
PHX,2022-01-30,SAS,"SNELL, TONY",10,0,1,0,1,0,0,0,1,0,0,NA,0,0,NA,0,0,NA,0,SAS,0,1,NA,127,110,30.22191781,W,REG,21-22
PHX,2022-02-01,BKN,"AYTON, DEANDRE",39,13,18,8,10,2,1,2,3,5,11,0.4545454545,0,0,NA,3,6,0.5,2,BKN,0,36,NA,115,108,23.52876712,W,REG,21-22
PHX,2022-02-01,BKN,"BRIDGES, MIKAL",37,8,4,1,3,2,5,2,1,3,6,0.5,2,3,0.6666666667,0,0,NA,1,BKN,0,21,NA,115,108,25.42465753,W,REG,21-22
PHX,2022-02-01,BKN,"BOOKER, DEVIN",36,41,9,3,6,3,3,0,3,15,29,0.5172413793,3,13,0.2307692308,8,9,0.8888888889,5,BKN,0,56,NA,115,108,25.25753425,W,REG,21-22
PHX,2022-02-01,BKN,"JOHNSON, CAMERON",36,18,7,1,6,2,2,0,4,6,15,0.4,5,12,0.4166666667,1,5,0.2,3,BKN,0,29,NA,115,108,25.91780822,W,REG,21-22
