TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL
LAL,5/26/2021,MIN,"LOPEZ, ROBIN",13,2,2,1,1,1,0,1,0,1,4,0.25,0,0,,0,0,,1,MIN,0,6,,107,95,33.15068493,W
LAL,5/28/2021,SAC,"WILLIAMS, LOU",26,21,2,0,2,4,0,0,1,7,17,0.4117647059,3,7,0.4285714286,4,4,1,0,SAC,0,27,,115,111,34.58356164,W
LAL,5/28/2021,SAC,"BOGDANOVIC, BOJAN",29,14,2,0,2,2,0,0,0,3,12,0.25,1,7,0.1428571429,7,8,0.875,2,SAC,0,18,,115,111,32.10958904,W
LAL,5/28/2021,SAC,"NAPIER, SHABAZZ",30,8,2,0,2,5,2,0,3,2,9,0.2222222222,2,8,0.25,2,2,1,3,SAC,0,17,,115,111,29.87123288,W
LAL,5/28/2021,SAC,"TILLMAN, XAVIER",15,7,2,1,1,0,0,0,0,2,5,0.4,0,0,,3,4,0.75,2,SAC,0,9,,115,111,22.37260274,W
LAL,5/28/2021,SAC,"COOK, QUINN",11,3,2,0,2,3,0,0,2,1,4,0.25,0,2,0,1,3,0.3333333333,1,SAC,0,8,,115,111,28.18082192,W
LAL,5/29/2021,@PHX,"COOK, QUINN",33,12,2,0,2,4,1,0,2,3,11,0.2727272727,3,8,0.375,3,4,0.75,4,PHX,0,19,,115,111,28.18356164,W
LAL,5/29/2021,@PHX,"WILLIAMS, LOU",5,4,2,1,1,4,0,0,0,1,2,0.5,0,1,0,2,2,1,1,PHX,0,10,,115,111,34.58630137,W
MEM,12/4/2020,@DEN,"COLLINS, ZACH",15,6,2,0,2,0,0,0,0,1,3,0.3333333333,0,1,0,4,4,1,2,DEN,0,8,,117,123,23.04109589,L
MEM,12/6/2020,@MIA,"MORANT, JA",40,32,2,0,2,9,1,0,6,14,31,0.4516129032,2,4,0.5,2,4,0.5,3,MIA,0,44,,100,124,21.32328767,L
MEM,12/6/2020,@MIA,"COLLINS, ZACH",14,3,2,0,2,1,0,0,0,1,2,0.5,0,0,,1,1,1,4,MIA,0,6,,100,124,23.04657534,L
MEM,12/10/2020,BKN,"HOOD, RODNEY",25,3,2,0,2,0,0,0,5,1,7,0.1428571429,0,0,,1,1,1,2,BKN,0,5,,112,102,28.13972603,W
MEM,12/12/2020,@LAL,"HOOD, RODNEY",25,9,2,0,2,2,1,0,0,3,8,0.375,1,4,0.25,2,2,1,3,LAL,0,14,,99,112,28.14520548,L
MEM,12/12/2020,@LAL,"MELTON, DEANTHONY",26,5,2,1,1,3,0,0,3,2,5,0.4,1,3,0.3333333333,0,1,0,6,LAL,0,10,,99,112,22.54246575,L
MEM,12/16/2020,PHX,"HOOD, RODNEY",26,15,2,1,1,0,0,0,1,6,8,0.75,3,4,0.75,0,0,,0,PHX,0,17,,98,103,28.15616438,L
MEM,12/18/2020,HOU,"MELTON, DEANTHONY",31,12,2,0,2,5,0,1,5,4,7,0.5714285714,1,3,0.3333333333,3,3,1,2,HOU,0,20,,106,147,22.55890411,L
MEM,12/18/2020,HOU,"JACKSON, JAREN",31,8,2,0,2,1,0,0,1,2,9,0.2222222222,1,4,0.25,3,3,1,4,HOU,0,11,,106,147,21.25753425,L
MEM,12/18/2020,HOU,"HOOD, RODNEY",25,8,2,0,2,2,0,0,1,3,5,0.6,0,1,0,2,2,1,5,HOU,0,12,,106,147,28.16164384,L
MEM,12/18/2020,HOU,"COLLINS, ZACH",14,5,2,1,1,0,0,1,2,1,2,0.5,0,0,,3,4,0.75,1,HOU,0,8,,106,147,23.07945205,L
MEM,12/20/2020,MIN,"MELTON, DEANTHONY",22,4,2,0,2,3,0,0,5,1,3,0.3333333333,0,1,0,2,2,1,6,MIN,0,9,,114,128,22.56438356,L
MEM,12/22/2020,@ORL,"MORANT, JA",40,18,2,0,2,5,2,0,3,7,13,0.5384615385,0,4,0,4,6,0.6666666667,2,ORL,0,27,,93,129,21.36712329,L
MEM,12/22/2020,@ORL,"HOOD, RODNEY",25,11,2,0,2,1,0,0,2,4,5,0.8,2,3,0.6666666667,1,2,0.5,2,ORL,0,14,,93,129,28.17260274,L
MEM,12/23/2020,DAL,"COLLINS, ZACH",14,2,2,0,2,1,0,0,0,0,1,0,0,1,0,2,2,1,1,DAL,0,5,,103,124,23.09315068,L
MEM,12/29/2020,UTA,"MORANT, JA",38,30,2,0,2,4,4,0,1,12,24,0.5,1,5,0.2,5,8,0.625,3,UTA,0,40,,83,120,21.38630137,L
MEM,12/29/2020,UTA,"MELTON, DEANTHONY",29,10,2,0,2,3,0,1,4,3,11,0.2727272727,0,2,0,4,4,1,4,UTA,0,16,,83,120,22.5890411,L
MEM,12/29/2020,UTA,"HOOD, RODNEY",25,7,2,0,2,0,0,0,1,2,5,0.4,0,1,0,3,4,0.75,3,UTA,0,9,,83,120,28.19178082,L
MEM,12/29/2020,UTA,"COLLINS, ZACH",14,2,2,0,2,0,0,0,0,0,0,,0,0,,2,2,1,1,UTA,0,4,,83,120,23.10958904,L
MEM,1/2/2021,GSW,"MORANT, JA",41,32,2,0,2,10,1,0,3,12,18,0.6666666667,4,4,1,4,5,0.8,5,GSW,0,45,,120,123,21.39726027,L
MEM,1/2/2021,GSW,"JONES, TYUS",16,9,2,0,2,2,3,0,1,3,6,0.5,1,1,1,2,2,1,1,GSW,0,16,,120,123,24.64931507,L
MEM,1/2/2021,GSW,"COLLINS, ZACH",15,6,2,0,2,2,1,0,1,2,3,0.6666666667,1,1,1,1,1,1,3,GSW,0,11,,120,123,23.12054795,L
MEM,1/8/2021,@IND,"JACKSON, JAREN",35,16,2,0,2,0,0,2,2,6,14,0.4285714286,3,9,0.3333333333,1,1,1,2,IND,0,20,,85,125,21.31506849,L
MEM,1/10/2021,LAC,"HOOD, RODNEY",21,8,2,1,1,0,0,0,0,3,8,0.375,1,3,0.3333333333,1,2,0.5,2,LAC,0,10,,122,138,28.22465753,L
MEM,1/14/2021,@MIN,"COLLINS, ZACH",14,0,2,1,1,1,0,0,0,0,2,0,0,0,,0,0,,4,MIN,0,3,,110,138,23.15342466,L
MEM,1/15/2021,IND,"HOOD, RODNEY",23,8,2,0,2,3,0,0,0,2,5,0.4,1,2,0.5,3,4,0.75,1,IND,0,13,,126,127,28.23835616,L
MEM,1/17/2021,@CHI,"JONES, TYUS",16,4,2,0,2,8,0,0,1,2,5,0.4,0,1,0,0,0,,2,CHI,0,14,,123,119,24.69041096,W
MEM,1/20/2021,@UTA,"COLLINS, ZACH",15,7,2,1,1,0,2,0,0,3,5,0.6,1,2,0.5,0,0,,0,UTA,0,11,,123,124,23.16986301,L
MEM,1/22/2021,@GSW,"JONES, TYUS",17,8,2,0,2,4,0,0,2,4,9,0.4444444444,0,2,0,0,0,,1,GSW,0,14,,92,96,24.70410959,L
MEM,1/22/2021,@GSW,"COLLINS, ZACH",15,7,2,1,1,0,0,1,1,3,7,0.4285714286,0,2,0,1,1,1,1,GSW,0,10,,92,96,23.17534247,L
MEM,1/22/2021,@GSW,"MELTON, DEANTHONY",29,2,2,0,2,3,3,1,4,1,6,0.1666666667,0,0,,0,0,,2,GSW,0,11,,92,96,22.65479452,L
MEM,1/22/2021,@GSW,"HOOD, RODNEY",22,1,2,1,1,0,0,0,1,0,1,0,0,0,,1,2,0.5,1,GSW,0,3,,92,96,28.25753425,L
MEM,1/24/2021,@PHX,"MORANT, JA",36,34,2,0,2,10,0,1,1,7,15,0.4666666667,2,5,0.4,18,20,0.9,0,PHX,0,47,,117,131,21.45753425,L
MEM,1/24/2021,@PHX,"HOOD, RODNEY",22,7,2,1,1,0,0,0,1,2,5,0.4,0,1,0,3,4,0.75,2,PHX,0,9,,117,131,28.2630137,L
MEM,1/27/2021,WAS,"MORANT, JA",37,19,2,0,2,6,0,1,3,9,16,0.5625,1,5,0.2,0,0,,2,WAS,0,28,,96,127,21.46575342,L
MEM,1/27/2021,WAS,"COLLINS, ZACH",14,3,2,0,2,0,0,0,0,1,2,0.5,1,1,1,0,0,,2,WAS,0,5,,96,127,23.1890411,L
MEM,1/29/2021,MIA,"WINSLOW, JUSTISE",27,7,2,1,1,5,1,0,1,3,6,0.5,0,0,,1,2,0.5,0,MIA,0,15,,104,105,24.84657534,L
MEM,1/29/2021,MIA,"JONES, TYUS",16,7,2,0,2,3,1,0,1,2,5,0.4,1,1,1,2,4,0.5,3,MIA,0,13,,104,105,24.72328767,L
MEM,1/29/2021,MIA,"HOOD, RODNEY",26,4,2,1,1,1,0,0,0,1,9,0.1111111111,0,2,0,2,2,1,1,MIA,0,7,,104,105,28.27671233,L
MEM,1/31/2021,@OKC,"HOOD, RODNEY",32,9,2,0,2,4,0,0,4,4,10,0.4,1,2,0.5,0,0,,2,OKC,0,15,,110,130,28.28219178,L
MEM,1/31/2021,@OKC,"JONES, TYUS",19,8,2,0,2,4,0,0,1,4,6,0.6666666667,0,0,,0,2,0,2,OKC,0,14,,110,130,24.72876712,L
MEM,1/31/2021,@OKC,"MORANT, JA",20,6,2,1,1,5,0,1,2,3,8,0.375,0,1,0,0,0,,6,OKC,0,14,,110,130,21.47671233,L
MEM,2/2/2021,@CLE,"JACKSON, JAREN",27,21,2,1,1,0,1,2,1,8,12,0.6666666667,2,4,0.5,3,5,0.6,6,CLE,0,26,,95,103,21.38356164,L
MEM,2/2/2021,@CLE,"HOOD, RODNEY",28,7,2,0,2,0,2,0,0,2,3,0.6666666667,1,1,1,2,4,0.5,2,CLE,0,11,,95,103,28.28767123,L
MEM,2/3/2021,SAC,"SATORANSKY, TOMAS",24,16,2,0,2,4,1,0,1,4,7,0.5714285714,1,1,1,7,8,0.875,1,SAC,0,23,,113,128,29.2630137,L
MEM,2/3/2021,SAC,"HOOD, RODNEY",28,13,2,0,2,3,0,2,1,4,9,0.4444444444,1,3,0.3333333333,4,4,1,5,SAC,0,20,,113,128,28.29041096,L
MEM,2/3/2021,SAC,"JONES, TYUS",16,8,2,0,2,2,0,0,1,3,6,0.5,1,2,0.5,1,1,1,1,SAC,0,12,,113,128,24.7369863,L
MEM,2/5/2021,SAS,"JACKSON, JAREN",38,28,2,0,2,2,0,4,1,11,20,0.55,5,10,0.5,1,2,0.5,4,SAS,0,36,,98,116,21.39178082,L
MEM,2/5/2021,SAS,"SATORANSKY, TOMAS",21,7,2,1,1,5,0,0,2,2,6,0.3333333333,1,3,0.3333333333,2,2,1,2,SAS,0,14,,98,116,29.26849315,L
MEM,2/5/2021,SAS,"COLLINS, ZACH",14,6,2,1,1,1,0,0,0,3,6,0.5,0,1,0,0,0,,3,SAS,0,9,,98,116,23.21369863,L
MEM,2/8/2021,@OKC,"JONES, TYUS",16,14,2,0,2,4,1,0,0,5,9,0.5555555556,1,2,0.5,3,4,0.75,0,OKC,0,21,,120,117,24.75068493,W
MEM,2/10/2021,@DEN,"JONES, TYUS",17,9,2,0,2,2,1,0,1,3,7,0.4285714286,1,2,0.5,2,2,1,1,DEN,0,14,,132,130,24.75616438,W
MEM,2/10/2021,@DEN,"COLLINS, ZACH",17,6,2,0,2,0,0,1,0,2,6,0.3333333333,2,4,0.5,0,0,,3,DEN,0,9,,132,130,23.22739726,W
MEM,2/11/2021,CHA,"MORANT, JA",33,19,2,0,2,7,1,1,3,6,14,0.4285714286,1,3,0.3333333333,6,8,0.75,5,CHA,0,30,,106,68,21.50684932,W
MEM,2/15/2021,@SAC,"MORANT, JA",32,22,2,0,2,6,0,1,2,10,15,0.6666666667,1,2,0.5,1,2,0.5,5,SAC,0,31,,83,117,21.51780822,L
MEM,2/17/2021,@LAC,"MORANT, JA",36,22,2,0,2,6,2,1,0,8,18,0.4444444444,3,7,0.4285714286,3,4,0.75,1,LAC,0,33,,98,107,21.52328767,L
MEM,2/17/2021,@LAC,"SATORANSKY, TOMAS",16,2,2,0,2,3,0,0,2,1,1,1,0,0,,0,0,,3,LAC,0,7,,98,107,29.30136986,L
MEM,2/18/2021,@PHX,"SATORANSKY, TOMAS",18,5,2,1,1,5,3,0,0,2,4,0.5,1,2,0.5,0,0,,1,PHX,0,15,,117,116,29.30410959,W
MEM,2/18/2021,@PHX,"HOOD, RODNEY",9,5,2,0,2,1,0,0,2,1,1,1,0,0,,3,4,0.75,1,PHX,0,8,,117,116,28.33150685,W
MEM,2/20/2021,MIN,"MORANT, JA",39,22,2,0,2,8,1,0,1,7,16,0.4375,2,5,0.4,6,8,0.75,2,MIN,0,33,,105,121,21.53150685,L
MEM,2/23/2021,SAS,"MORANT, JA",35,19,2,0,2,11,0,0,1,7,13,0.5384615385,1,3,0.3333333333,4,5,0.8,1,SAS,0,32,,111,103,21.53972603,W
MEM,2/23/2021,SAS,"HOOD, RODNEY",27,9,2,0,2,2,0,0,1,3,7,0.4285714286,1,2,0.5,2,2,1,5,SAS,0,13,,111,103,28.34520548,W
MEM,2/27/2021,HOU,"SATORANSKY, TOMAS",15,0,2,1,1,4,0,0,0,0,1,0,0,1,0,0,0,,2,HOU,0,6,,105,104,29.32876712,W
MEM,3/2/2021,CLE,"MORANT, JA",34,18,2,1,1,11,1,0,3,8,22,0.3636363636,1,5,0.2,1,1,1,4,CLE,0,32,,105,98,21.55890411,W
MEM,3/2/2021,CLE,"SATORANSKY, TOMAS",15,8,2,1,1,1,0,0,1,2,4,0.5,1,1,1,3,3,1,0,CLE,0,11,,105,98,29.3369863,W
MEM,3/2/2021,CLE,"WINSLOW, JUSTISE",16,6,2,0,2,0,0,0,0,2,6,0.3333333333,0,1,0,2,2,1,3,CLE,0,8,,105,98,24.93424658,W
MEM,3/5/2021,NOP,"WINSLOW, JUSTISE",16,17,2,0,2,1,4,0,0,6,6,1,2,2,1,3,4,0.75,1,NOP,0,24,,123,92,24.94246575,W
MEM,3/5/2021,NOP,"ANDERSON, KYLE",21,3,2,0,2,5,1,0,3,1,2,0.5,0,0,,1,2,0.5,3,NOP,0,11,,123,92,27.45479452,W
MEM,3/9/2021,@DET,"HOOD, RODNEY",30,11,2,0,2,2,2,0,1,4,10,0.4,1,3,0.3333333333,2,3,0.6666666667,6,DET,0,17,,120,96,28.38356164,W
MEM,3/11/2021,PHX,"SATORANSKY, TOMAS",14,10,2,0,2,2,2,0,1,4,12,0.3333333333,1,1,1,1,1,1,0,PHX,0,16,,103,83,29.36164384,W
MEM,3/11/2021,PHX,"CLARKE, BRANDON",28,8,2,0,2,2,2,1,0,3,5,0.6,0,0,,2,2,1,1,PHX,0,15,,103,83,24.4739726,W
MEM,3/14/2021,@NYK,"HOOD, RODNEY",30,9,2,0,2,3,2,0,2,4,9,0.4444444444,1,2,0.5,0,0,,3,NYK,0,16,,120,78,28.39726027,W
MEM,3/14/2021,@NYK,"ALLEN, GRAYSON",14,2,2,0,2,1,0,0,0,1,5,0.2,0,0,,0,0,,1,NYK,0,5,,120,78,25.43013699,W
MEM,3/19/2021,DET,"ALLEN, GRAYSON",27,11,2,1,1,0,1,0,3,5,7,0.7142857143,1,1,1,0,0,,2,DET,0,14,,120,118,25.44383562,W
MEM,3/21/2021,@DAL,"CLARKE, BRANDON",16,23,2,1,1,1,1,0,0,9,11,0.8181818182,0,0,,5,6,0.8333333333,4,DAL,0,27,,84,112,24.50136986,L
MEM,3/21/2021,@DAL,"FLYNN, MALACHI",23,8,2,0,2,5,3,0,3,3,8,0.375,2,4,0.5,0,0,,2,DAL,0,18,,84,112,22.8630137,L
MEM,3/21/2021,@DAL,"HAMPTON, RJ",17,4,2,0,2,4,0,0,2,2,4,0.5,0,2,0,0,0,,3,DAL,0,10,,84,112,20.11506849,L
MEM,3/23/2021,@PHI,"ALLEN, GRAYSON",30,5,2,0,2,3,0,0,1,2,8,0.25,1,4,0.25,0,0,,5,PHI,0,10,,91,102,25.45479452,L
MEM,3/25/2021,@WAS,"MORANT, JA",28,18,2,0,2,6,1,0,2,9,16,0.5625,0,2,0,0,0,,3,WAS,0,27,,101,127,21.62191781,L
MEM,3/25/2021,@WAS,"FLYNN, MALACHI",24,14,2,1,1,1,1,0,3,5,14,0.3571428571,4,10,0.4,0,0,,2,WAS,0,18,,101,127,22.8739726,L
MEM,3/25/2021,@WAS,"MELTON, DEANTHONY",29,12,2,0,2,3,0,0,0,5,9,0.5555555556,0,2,0,2,2,1,4,WAS,0,17,,101,127,22.82465753,L
MEM,3/25/2021,@WAS,"TUCKER, PJ",23,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,,0,WAS,0,2,,101,127,35.88767123,L
MEM,3/28/2021,POR,"FLYNN, MALACHI",24,14,2,0,2,4,1,0,2,5,11,0.4545454545,4,9,0.4444444444,0,0,,1,POR,0,21,,115,92,22.88219178,W
MEM,3/28/2021,POR,"TRIER, ALLONZO",28,7,2,0,2,1,1,0,2,2,6,0.3333333333,0,2,0,3,3,1,2,POR,0,11,,115,92,25.19178082,W
MEM,3/30/2021,@SAC,"TRIER, ALLONZO",32,10,2,0,2,1,0,0,2,3,13,0.2307692308,2,6,0.3333333333,2,5,0.4,1,SAC,0,13,,88,115,25.19726027,L
MEM,3/30/2021,@SAC,"CLARKE, BRANDON",18,10,2,1,1,0,0,1,1,5,7,0.7142857143,0,0,,0,0,,2,SAC,0,13,,88,115,24.5260274,L
MEM,3/30/2021,@SAC,"HAMPTON, RJ",16,0,2,0,2,3,0,0,2,0,2,0,0,2,0,0,0,,0,SAC,0,5,,88,115,20.13972603,L
MEM,4/6/2021,@LAL,"HAMPTON, RJ",9,8,2,0,2,1,0,1,1,3,5,0.6,2,3,0.6666666667,0,0,,0,LAL,0,12,,118,106,20.15890411,W
MEM,4/6/2021,@LAL,"MELTON, DEANTHONY",32,7,2,1,1,5,0,1,2,2,7,0.2857142857,1,2,0.5,2,2,1,3,LAL,0,15,,118,106,22.85753425,W
MEM,4/9/2021,@LAC,"OLYNYK, KELLY",23,8,2,0,2,3,2,0,0,2,9,0.2222222222,2,7,0.2857142857,2,4,0.5,3,LAC,0,15,,104,114,29.97260274,L
MEM,4/9/2021,@LAC,"MELTON, DEANTHONY",30,7,2,0,2,4,0,1,2,3,8,0.375,1,4,0.25,0,0,,2,LAC,0,14,,104,114,22.86575342,L
MEM,4/9/2021,@LAC,"IGUODALA, ANDRE",16,3,2,0,2,3,0,0,1,1,1,1,1,1,1,0,0,,1,LAC,0,8,,104,114,37.19452055,L
MEM,4/11/2021,@HOU,"MORANT, JA",27,17,2,0,2,6,1,0,0,6,12,0.5,1,5,0.2,4,5,0.8,2,HOU,0,26,,114,94,21.66849315,W
MEM,4/13/2021,SAC,"HARKLESS, MAURICE",30,10,2,0,2,1,1,0,2,4,12,0.3333333333,0,3,0,2,2,1,2,SAC,0,14,,90,104,27.92328767,L
MEM,4/13/2021,SAC,"HAMPTON, RJ",12,8,2,0,2,2,0,0,0,2,7,0.2857142857,2,4,0.5,2,2,1,2,SAC,0,12,,90,104,20.17808219,L
MEM,4/13/2021,SAC,"FLYNN, MALACHI",25,3,2,0,2,1,1,0,4,0,7,0,0,4,0,3,4,0.75,3,SAC,0,7,,90,104,22.9260274,L
MEM,4/13/2021,SAC,"IGUODALA, ANDRE",17,0,2,0,2,3,1,0,1,0,2,0,0,1,0,0,0,,1,SAC,0,6,,90,104,37.20547945,L
MEM,4/16/2021,@ATL,"OLYNYK, KELLY",27,5,2,0,2,1,0,0,1,1,8,0.125,0,7,0,3,4,0.75,3,ATL,0,8,,96,130,29.99178082,L
MEM,4/16/2021,@ATL,"MELTON, DEANTHONY",32,3,2,0,2,5,0,0,3,0,6,0,0,4,0,3,5,0.6,5,ATL,0,10,,96,130,22.88493151,L
MEM,4/20/2021,@DAL,"HAMPTON, RJ",12,12,2,1,1,1,1,0,0,6,6,1,0,0,,0,0,,1,DAL,0,16,,100,94,20.19726027,W
MEM,4/20/2021,@DAL,"MELTON, DEANTHONY",30,4,2,0,2,4,0,2,1,2,9,0.2222222222,0,3,0,0,0,,4,DAL,0,12,,100,94,22.89589041,W
MEM,4/20/2021,@DAL,"IGUODALA, ANDRE",16,2,2,0,2,2,2,0,1,1,1,1,0,0,,0,0,,2,DAL,0,8,,100,94,37.22465753,W
MEM,4/21/2021,ATL,"JACKSON, JAREN",24,16,2,2,0,1,0,3,2,7,14,0.5,0,5,0,2,3,0.6666666667,1,ATL,0,22,,92,127,21.59726027,L
MEM,4/24/2021,ORL,"JACKSON, JAREN",24,17,2,0,2,0,1,2,1,7,10,0.7,2,3,0.6666666667,1,1,1,1,ORL,0,22,,110,95,21.60547945,W
MEM,4/28/2021,@UTA,"HARRIS, GARY",19,7,2,2,0,0,0,0,1,2,5,0.4,1,3,0.3333333333,2,2,1,1,UTA,0,9,,105,122,26.61917808,L
MEM,4/30/2021,@SAS,"JACKSON, JAREN",37,24,2,0,2,1,1,2,1,9,12,0.75,4,7,0.5714285714,2,5,0.4,2,SAS,0,30,,135,124,21.62191781,W
MEM,4/30/2021,@SAS,"HARRIS, GARY",19,17,2,0,2,0,0,0,1,6,8,0.75,0,0,,5,6,0.8333333333,2,SAS,0,19,,135,124,26.62465753,W
MEM,5/5/2021,NOP,"IGUODALA, ANDRE",29,14,2,0,2,3,1,1,1,5,5,1,2,2,1,2,4,0.5,5,NOP,0,21,,100,130,37.26575342,L
MEM,5/5/2021,NOP,"MILTON, SHAKE",37,8,2,0,2,6,0,0,4,4,8,0.5,0,2,0,0,0,,4,NOP,0,16,,100,130,24.60547945,L
MEM,5/8/2021,@NOP,"MILTON, SHAKE",37,10,2,1,1,5,0,0,3,4,12,0.3333333333,0,5,0,2,2,1,2,NOP,0,17,,101,133,24.61369863,L
MEM,5/8/2021,@NOP,"IGUODALA, ANDRE",30,5,2,0,2,4,0,0,3,2,9,0.2222222222,1,7,0.1428571429,0,0,,3,NOP,0,11,,101,133,37.2739726,L
MEM,5/9/2021,BOS,"MORANT, JA",38,32,2,0,2,10,0,0,2,11,14,0.7857142857,1,3,0.3333333333,9,13,0.6923076923,2,BOS,0,44,,121,130,21.74520548,L
MEM,5/9/2021,BOS,"MILTON, SHAKE",36,11,2,1,1,9,4,0,4,5,10,0.5,1,2,0.5,0,0,,5,BOS,0,26,,121,130,24.61643836,L
MEM,5/9/2021,BOS,"DIENG, GORGUI",4,4,2,1,1,0,0,0,0,2,2,1,0,0,,0,0,,3,BOS,0,6,,121,130,31.30410959,L
MEM,5/14/2021,@TOR,"HARRIS, GARY",27,18,2,0,2,2,1,1,2,6,13,0.4615384615,2,6,0.3333333333,4,5,0.8,1,TOR,0,24,,95,109,26.6630137,L
MEM,5/16/2021,NYK,"HARKLESS, MAURICE",36,28,2,0,2,1,2,2,2,12,21,0.5714285714,2,6,0.3333333333,2,2,1,3,NYK,0,35,,111,136,28.01369863,L
MEM,5/16/2021,NYK,"MORANT, JA",30,20,2,0,2,4,0,0,4,7,13,0.5384615385,2,4,0.5,4,5,0.8,6,NYK,0,26,,111,136,21.76438356,L
MEM,5/18/2021,DAL,"HARRIS, GARY",19,5,2,0,2,0,0,0,3,0,1,0,0,1,0,5,5,1,1,DAL,0,7,,100,130,26.6739726,L
MEM,5/20/2021,@POR,"MILTON, SHAKE",35,9,2,1,1,7,0,0,4,3,9,0.3333333333,1,2,0.5,2,2,1,5,POR,0,18,,120,129,24.64657534,L
MEM,5/29/2021,@HOU,"HARKLESS, MAURICE",34,12,2,0,2,2,0,1,1,4,10,0.4,2,2,1,2,4,0.5,6,HOU,0,17,,115,112,28.04931507,W
MIA,12/2/2020,IND,"JACKSON, REGGIE",19,8,2,0,2,3,0,0,3,2,5,0.4,0,1,0,4,5,0.8,2,IND,0,13,,103,105,30.63013699,L
MIA,12/2/2020,IND,"NUNN, KENDRICK",19,5,2,0,2,1,1,0,3,1,7,0.1428571429,0,4,0,3,5,0.6,2,IND,0,9,,103,105,25.33150685,L
MIA,12/6/2020,MEM,"ROBINSON, DUNCAN",29,8,2,0,2,3,0,1,1,2,8,0.25,2,7,0.2857142857,2,2,1,2,MEM,0,14,,124,100,26.62465753,W
MIA,12/9/2020,@MIL,"COUSINS, DEMARCUS",26,32,2,2,0,0,2,1,1,13,17,0.7647058824,4,5,0.8,2,2,1,4,MIL,0,37,,102,136,30.32328767,L
MIA,12/9/2020,@MIL,"BUTLER, JIMMY",32,10,2,0,2,7,1,1,1,4,8,0.5,1,1,1,1,2,0.5,2,MIL,0,21,,102,136,31.23561644,L
MIA,12/9/2020,@MIL,"ROBINSON, DUNCAN",27,2,2,0,2,1,1,0,2,0,4,0,0,2,0,2,2,1,2,MIL,0,6,,102,136,26.63287671,L
MIA,12/10/2020,@MIN,"JACKSON, REGGIE",22,12,2,1,1,4,2,0,1,3,8,0.375,0,4,0,6,7,0.8571428571,2,MIN,0,20,,118,117,30.65205479,W
MIA,12/10/2020,@MIN,"OLYNYK, KELLY",10,3,2,0,2,2,1,0,0,1,3,0.3333333333,1,3,0.3333333333,0,0,,1,MIN,0,8,,118,117,29.64383562,W
MIA,12/10/2020,@MIN,"OKPALA, KZ",16,2,2,1,1,3,1,0,1,1,2,0.5,0,0,,0,0,,0,MIN,0,8,,118,117,21.61917808,W
MIA,12/12/2020,ATL,"OKPALA, KZ",11,2,2,0,2,2,0,1,0,0,0,,0,0,,2,2,1,0,ATL,0,7,,98,114,21.62465753,L
MIA,12/17/2020,HOU,"HERRO, TYLER",29,10,2,0,2,2,2,0,1,4,12,0.3333333333,2,7,0.2857142857,0,0,,1,HOU,0,16,,95,82,20.90710383,W
MIA,12/17/2020,HOU,"OLYNYK, KELLY",10,6,2,1,1,2,0,0,0,1,2,0.5,1,2,0.5,3,3,1,1,HOU,0,10,,95,82,29.6630137,W
MIA,12/17/2020,HOU,"OKPALA, KZ",10,0,2,0,2,3,0,0,0,0,0,,0,0,,0,0,,2,HOU,0,5,,95,82,21.63835616,W
MIA,12/19/2020,@DEN,"HERRO, TYLER",36,20,2,1,1,3,1,0,3,7,12,0.5833333333,4,6,0.6666666667,2,4,0.5,4,DEN,0,26,,142,151,20.91256831,L
MIA,12/19/2020,@DEN,"NUNN, KENDRICK",28,9,2,0,2,4,0,0,0,4,8,0.5,1,5,0.2,0,0,,2,DEN,0,15,,142,151,25.37808219,L
MIA,12/21/2020,@PHX,"ROBINSON, DUNCAN",27,19,2,0,2,1,0,0,2,4,8,0.5,2,4,0.5,9,10,0.9,2,PHX,0,22,,122,119,26.66575342,W
MIA,12/21/2020,@PHX,"NUNN, KENDRICK",19,8,2,0,2,1,0,0,2,4,5,0.8,0,1,0,0,0,,2,PHX,0,11,,122,119,25.38356164,W
MIA,12/21/2020,@PHX,"HARKLESS, MAURICE",5,6,2,2,0,1,2,0,0,2,2,1,1,1,1,1,2,0.5,0,PHX,0,11,,122,119,27.61369863,W
MIA,12/22/2020,@LAL,"ROBINSON, DUNCAN",28,12,2,0,2,1,0,0,2,5,8,0.625,2,5,0.4,0,0,,2,LAL,0,15,,100,138,26.66849315,L
MIA,12/22/2020,@LAL,"JACKSON, REGGIE",26,8,2,0,2,1,0,0,1,4,12,0.3333333333,0,4,0,0,0,,0,LAL,0,11,,100,138,30.68493151,L
MIA,12/26/2020,DET,"HERRO, TYLER",32,19,2,0,2,3,0,0,2,7,10,0.7,5,6,0.8333333333,0,0,,0,DET,0,24,,118,109,20.93169399,W
MIA,12/26/2020,DET,"JACKSON, REGGIE",22,16,2,1,1,1,0,0,0,6,9,0.6666666667,1,2,0.5,3,4,0.75,1,DET,0,19,,118,109,30.69589041,W
MIA,12/26/2020,DET,"NUNN, KENDRICK",19,12,2,0,2,2,0,0,1,5,9,0.5555555556,2,6,0.3333333333,0,0,,0,DET,0,16,,118,109,25.39726027,W
